Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
42453,ochna integerrima,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK"",""Organic""]",4,"[""Tropical"",""Subtropical""]",25,22.5,1250,0.3,25000,70
42454,ochroma pyramidale,"[""Sandy"",""Loamy"",""Clayey""]",Tree,"[""Year-round""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",27.5,27.5,1500,0.45,20000,80
42455,ochrosia,"[""Loam"",""Sandy loam"",""Clay loam""]",Tree,"[""Year-round""]",48,"[""NPK fertilizer"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",27.5,22.5,1250,0.4,8000,80
42456,ochrolechia,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate forests"",""Boreal forests"",""Coastal regions""]",20,15,750,0.45,20000,80
42457,ochthochloa,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Spring"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Temperate regions""]",15,20,650,0.4,30000,70
42459,ochrolechia inaequatula,"[""Well-drained"",""Sandy"",""Rocky""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""Organic matter"",""Slow-release fertilizers""]",4-6 weeks interval,"[""Temperate regions"",""Mountainous areas""]",17.5,12.5,750,0.2,18000,70
42460,ochna jabotapita,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering Plant,"[""Summer"",""Rainy season""]",12,"[""NPK (15-15-15)"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25,27.5,1400,0.25,40000,80
42461,ochrolechia juvenalis,"[""Sandy"",""Clayey"",""Loamy""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Temperate regions"",""Colder regions""]",15,12.5,1000,0.3,30000,80
42462,ochrosia kauaiensis,"[""Loamy soil"",""Sandy soil""]",Tree,"[""Year-round""]",2-3 hours interval,"[""NPK fertilizer"",""Organic compost""]",4-6 weeks interval,"[""Hawaii"",""Kauai""]",25,23.5,2250,0.45,25000,80
42463,ochrosia kilaueaensis,"[""Well-drained soil"",""Sandy loam"",""Clay loam""]",Tree,"[""Year-round""]",12,"[""Slow-release fertilizer"",""Organic compost""]",4,"[""Hawaii"",""Tahiti"",""Fiji""]",25,22.5,1750,0.4,20000,80
42464,ochrosia konaensis,"[""Loamy"",""Sandy""]",Tree,"[""Summer"",""Autumn""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Hawaii"",""Tahiti"",""Fiji""]",25,22.5,2000,0.4,15000,80
42465,ocimum kilimandscharicum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Herb,"[""Year-round""]",4,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Tanzania"",""Kenya"",""Uganda""]",25,22.5,125,0.4,22000,60
42466,ochrolechia laevigata,"[""Sandy"",""Loamy"",""Rocky""]",Lichen,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""Temperate"",""Subtropical"",""Mediterranean""]",27.5,17.5,125,0.3,20000,80
42467,ocotea leucoxylon,"[""Loam"",""Silt"",""Clay""]",Tree,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,17.5,900,0.4,35000,80
42468,ocellularia leiostoma,"[""Well-drained soil"",""Loamy soil""]",Orchid,"[""Year-round""]",24 hours interval,"[""Orchid fertilizer"",""Nitrogen-rich fertilizer""]",4 weeks interval,"[""Tropical rainforests"",""Humid subtropics""]",21.5,22.5,175,0.4,4000,80
42469,ocellularia meiosperma,"[""Sandy Loam"",""Clay Loam""]",Shrub,"[""Year-round""]",2,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Tropical Rainforests"",""Subtropical Forests""]",25,22.5,900,0.24,22000,80
42471,oclemena,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Humid regions""]",20,15,750,0.3,4000,60
42472,ochrosia mariannensis,"[""Sandy loam"",""Clay loam"",""Silty loam""]",Shrub,"[""Year-round"",""Start of summer""]",48,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Tropical regions"",""Coastal areas"",""Island environments""]",25,27.5,1750,0.4,30000,80
42473,ochrolechia mexicana,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer"",""Fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""North America"",""Central America"",""South America""]",20,20,650,0.3,2000,60
42474,ocotea moschata,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Tree,"[""Summer"",""Rainy season""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",25,27.5,1500,0.3,20000,80
42475,ochrolechia montana,"[""sandy soil"",""loamy soil""]",lichens,"[""spring"",""summer""]",12,"[""nitrogen-based fertilizers"",""phosphorus-based fertilizers""]",8,"[""mountainous regions"",""temperate climates""]",15,10,400,0.45,30000,70
42476,ochna mossambicensis,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Late spring"",""Summer""]",03-Feb,"[""Slow-release fertilizer"",""Organic compost""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",25,27.5,1000,0.25,30000,80
42477,ocotea nemodaphne,"[""Well-drained soil"",""Loamy soil""]",Tree,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",17.5,22.5,1500,0.35,22000,80
42478,ocotea cuneata,"[""Sandy soil"",""Loamy soil""]",Tree,"[""Anytime""]",24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Tropical rainforests"",""Subtropical forests""]",17.5,22.5,1500,0.3,30000,70
42479,oclemena nemoralis,"[""Sandy"",""Loamy""]",Perennial,"[""Start of Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern North America"",""Central North America"",""Eastern Asia""]",17.5,20,750,0.3,22000,70
42480,aster nemoralis,"[""Sandy loam"",""Loam"",""Clay loam""]",Flower,"[""Spring"",""Summer""]",03-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",20,15,600,0.4,2500,60
42481,ochrolechia oregonensis,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15,15,1500,0.6,20000,80
42482,ochrolechia californica,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular""]",6,"[""Coastal regions"",""Rocky areas"",""Oak woodlands""]",17.5,15,750,0.3,600,80
42483,ocotea,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Tree,"[""All year round""]",4-7 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Tropical Rainforests"",""Subtropical Regions""]",22.5,25,1500,0.3,25000,80
42484,ocotea portoricensis,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Tree,"[""Year-round""]",48,"[""General-purpose slow-release fertilizer""]",4,"[""Tropical rainforests"",""Tropical cloud forests""]",25,27.5,1500,0.3,26000,80
42485,ocellularia praestans,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Year-round""]",Every 2-3 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Tropical Rainforests"",""Subtropical regions""]",21.5,22.5,1500,0.3,30000,80
42486,thelotrema praestans,"[""Sandy soil"",""Loamy soil""]",Lichen,"[""Year-round""]",48,"[""Organic compost"",""Slow-release fertilizer""]",12,"[""Tropical rainforests"",""Temperate forests""]",22.5,20,1250,0.3,12000,80
42487,ochrolechia pseudopallescens,"[""Sandy"",""Loamy"",""Clay""]",Moss,"[""Spring"",""Autumn""]",48 hours interval,"[""Organic matter"",""Limestone""]",12 (weeks interval),"[""Cool temperate regions"",""Forests""]",7.5,7.5,500,0.45,1800,90
42489,ochroma lagopus,"[""Loam"",""Sandy""]",Tree,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Central America"",""South America"",""Caribbean""]",25,22.5,2250,0.3,30000,80
42490,ocellularia retispora,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Year-round""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",Every 4 weeks,"[""Tropical regions"",""Rainforests""]",27.5,22.5,1250,0.4,25000,80
42491,oclemena reticulata,"[""Sandy"",""Loamy""]",Flower,"[""Spring"",""Early Summer""]",03-Feb,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",4,"[""Woodlands"",""Shaded Gardens""]",20,15,650,0.3,3000,60
42492,aster reticulatus,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",6,"[""NPK 10-10-10"",""Compost""]",4,"[""North America"",""Europe""]",20,15,750,0.3,30000,70
42493,doellingeria reticulata,"[""Loam"",""Silt"",""Clay""]",Perennial,"[""Late summer"",""Early fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""Eastern United States"",""Canada""]",20,15,750,0.4,30000,70
42494,ochrolechia rhodoleuca,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Cool temperate regions"",""Coastal areas""]",15,12.5,750,0.3,20000,60
42495,pertusaria rhodoleuca,"[""Well-drained soil"",""Sandy soil""]",Lichen,"[""Spring"",""Autumn""]",48,"[""Organic fertilizers"",""Slow-release fertilizers""]",4,"[""Temperate regions"",""Mediterranean regions""]",17.5,12.5,750,0.25,25000,70
42496,ocellularia sanfordiana,"[""Sandy loam"",""Clay loam"",""Silty loam""]",Flowering plant,"[""Year-round""]",48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",4,"[""Tropical rainforests"",""Subtropical forests""]",25,23,1500,0.3,20000,70
42497,thelotrema sanfordianum,"[""Well-drained soil"",""Sandy soil""]",Moss,"[""All year round""]",48,"[""Organic fertilizer"",""Slow-release fertilizer""]",8,"[""Shaded areas"",""Tropical rainforests""]",20,22.5,200,0.45,240,80
42498,ochna serrulata,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""NPK 20-20-20""]",4,"[""Tropical regions"",""Subtropical regions""]",25,20,1500,0.3,25000,80
42499,ocotea spathulata,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Tree,"[""Year-round""]",Every 3 days,"[""NPK 10-10-10"",""Organic compost""]",Every 4 weeks,"[""Tropical rainforests"",""Moist lowland forests""]",25,20,1500,0.4,40000,80
42500,ocellularia stictidea,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Year-round""]",48 hours interval,"[""Organic Fertilizer"",""Slow-Release Fertilizer""]",4 weeks interval,"[""Tropical Rainforests"",""Subtropical Regions""]",22.5,17.5,125,0.5,7200,60
42501,conotrema albonigrum,"[""Sandy loam"",""Loamy sand""]",Flowering Plant,"[""Start summer"",""Spring"",""Autumn""]",6 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",20,25,750,0.4,3000,70
42502,thelotrema texanum,"[""Sandy"",""Loam""]",Moss,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Texas"",""Oklahoma"",""Arizona""]",17.5,22.5,1150,0.35,3000,80
42504,ochrolechia subpallescens,"[""sandy"",""loamy"",""clayey""]",lichen,"[""spring"",""summer""]",48,"[""nitrogen"",""phosphorus"",""potassium""]",4,"[""temperate forests"",""grasslands"",""coastal regions""]",17.5,15,750,0.2,20000,70
42506,ochrolechia subisidiata,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Coastal areas""]",15,10,750,0.45,20000,60
42507,pertusaria hultenii,"[""Loamy Soil"",""Sandy Soil"",""Clay Soil""]",Moss,"[""Spring"",""Summer"",""Autumn""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subarctic regions""]",15,10,750,0.2,15000,70
42508,pertusaria subplicans,"[""Sandy"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",24,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Temperate forests"",""Tropical rainforests""]",17.5,17.5,750,0.2,25000,80
42509,ochrolechia szatalaensis,"[""Sandy loam"",""Loam"",""Clay loam""]",Moss,"[""Spring"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate forests"",""Mountain regions""]",10,7.5,700,0.5,7000,80
42510,ochrolechia sorediosa,"[""Well-drained soil"",""Sandy soil"",""Rocky soil""]",Lichen,"[""Spring"",""Autumn""]",12,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",15,15,750,0.35,36000,80
42511,ochrolechia tartarea,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Late spring"",""Summer"",""Early autumn""]",12 hours interval,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4 weeks interval,"[""Temperate regions"",""Alpine regions""]",12.5,10,750,0.45,36000,80
42512,ocimum tenuiflorum,"[""Loam"",""Clay"",""Sandy""]",Herb,"[""Summer"",""Monsoon""]",02-Jan,"[""NPK"",""Vermicompost""]",4,"[""India"",""Thailand"",""Indonesia""]",25,25,1500,0.3,28000,70
42513,ocimum sanctum,"[""Loamy"",""Sandy""]",Herb,"[""Summer"",""Monsoon""]",03-Feb,"[""Organic compost"",""Neem cake""]",06-Apr,"[""India"",""Thailand"",""Nepal""]",25,25,1150,0.4,24000,70
42514,ochna thomasiana,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""NPK"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25,30,800,0.3,30000,70
42515,ochna kirkii,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,750,0.3,2500,80
42516,octoblepharum,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Summer"",""Autumn""]",12,"[""Organic moss fertilizer"",""Slow-release granular fertilizer""]",8,"[""Temperate forests"",""Wetlands"",""Bogs""]",15,20,150,0.3,600,80
42518,pertusaria trachydactyla,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Fall""]",72,"[""Organic compost"",""Slow-release granules""]",4,"[""Temperate forests"",""Shaded rocky areas""]",15,12.5,750,0.45,20000,80
42519,ochrolechia trochophora,"[""Well-drained soil"",""Sandy soil""]",Moss,"[""Spring"",""Summer""]",05-Mar,"[""Organic fertilizers"",""Slow-release fertilizers""]",4,"[""Temperate forests"",""Mountainous regions""]",17.5,15,1000,0.45,21600,70
42520,ochrolechia rosella,"[""Sandy Loam"",""Loam"",""Clay Loam""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate forests"",""Tundra regions""]",15,12.5,150,0.3,20000,80
42522,ochrolechia upsaliensis,"[""Sandy soil"",""Loam soil"",""Clay soil""]",Lichen,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Temperate regions"",""Coastal areas""]",17.5,12.5,750,0.3,25000,80
42523,ocotea wrightii,"[""Sandy loam"",""Clay loam""]",Tree,"[""Start of summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""Southern Mexico"",""Central America""]",22,22.5,1500,0.3,22000,70
42525,pertusaria xanthostoma,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Lichen,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean regions""]",21.5,20,900,0.45,25000,70
42526,ochrolechia yasudae,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate forests"",""Mountainous regions""]",22.5,17.5,750,0.2,30000,80
42527,ochrolechia pennsylvanica,"[""Well-drained soil""]",Lichen,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,[],Not applicable,"[""Temperate regions"",""Forest areas""]",17.5,12.5,900,0.3,4000,70
42528,ochrolechia tuckermanii,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Spring"",""Summer""]",24,"[""Organic fertilizers"",""Slow-release fertilizers""]",2,"[""North America"",""Europe"",""Asia""]",15,10,750,0.2,3000,70
42529,odontosoria aculeata,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fern,"[""All Year""]",48,"[""NPK 20-10-10"",""Organic Fertilizer""]",4,"[""Tropical Rainforests"",""Subtropical Regions""]",21.5,22.5,1750,0.5,12000,70
42530,odontonema callistachyum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Late spring"",""Summer"",""Early autumn""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",24,22.5,1500,0.4,3500,80
42531,odontosoria chinensis,"[""Loam"",""Sandy loam"",""Clay loam""]",Fern,"[""Spring"",""Summer"",""Autumn""]",03-Feb,"[""Organic fertilizer"",""Slow-release fertilizer""]",06-Apr,"[""Shaded gardens"",""Indoor pots""]",20,20,750,0.4,22000,80
42532,sphenomeris chinensis,"[""Loam"",""Sandy loam"",""Clay""]",Fern,"[""Spring"",""Summer""]",24,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25,20,1500,0.3,30000,80
42533,sphenomeris chusiana,"[""Well-drained soil"",""Loamy soil""]",Fern,"[""Spring"",""Summer""]",2,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Tropical rainforests"",""Subtropical regions""]",21.5,22.5,1750,0.4,4000,80
42534,odontosoria clavata,"[""Loam"",""Peat"",""Silt""]",Fern,"[""Year-round""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical Rainforests"",""Subtropical Forests""]",22.5,22.5,1500,0.4,20000,80
42535,sphenomeris clavata,"[""Well-drained soil"",""Sandy soil""]",Fern,"[""All year round""]",2,"[""Slow-release fertilizer"",""Organic compost""]",8,"[""Tropical rainforests"",""Subtropical regions""]",22.5,20,1250,0.4,4000,80
42536,odontonema cuspidatum,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25,22.5,1250,0.25,28000,80
42537,thyrsacanthus cuspidatus,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Summer"",""Rainy""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25,21.5,150,0.3,24000,70
42538,odontoschisma denudatum,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",21.5,17.5,1250,0.25,20000,60
42539,odontoschisma elongatum,"[""Loam"",""Silt"",""Clay""]",Fern,"[""Late spring"",""Summer""]",2,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Temperate forests"",""Shaded areas"",""Damp areas""]",20,15,1500,0.3,30000,80
42540,odontoschisma gibbsiae,"[""Epiphytic substrate"",""Bark""]",Epiphyte,"[""Year-round""]",48,"[""Liquid fertilizer""]",4,"[""Tropical rainforests""]",24,22.5,1500,0.45,3000,80
42541,odontostomum hartwegii,"[""Loamy"",""Sandy"",""Well-drained""]",Flowering Plant,"[""Late Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Shaded Gardens"",""Greenhouses""]",20,22.5,750,0.4,22000,70
42542,odontoschisma macounii,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Late spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Mountain valleys"",""Temperate forests""]",20,15,1250,0.25,3000,60
42543,odontonema nitidum,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Perennial,"[""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",6 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",25,27.5,1500,0.4,22000,80
42544,justicia nitida,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Year-round cultivation""]",2-3 hours interval,"[""Organic compost"",""Slow-release granules""]",4-6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",24,22.5,1000,0.25,4000,80
42545,odontosoria,"[""Loamy"",""Sandy""]",Fern,"[""Throughout the year""]",2-3 hours interval,"[""Organic fertilizer"",""Liquid fertilizer""]",4 (weeks interval),"[""Tropical rainforests"",""Temperate forests""]",22.5,20,1250,0.5,20000,70
42546,odontostomum,"[""Sandy Loam"",""Clay Loam"",""Silt Loam""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""NPK"",""Organic"",""Slow-release""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",21.5,22.5,1000,0.4,25000,60
42547,odontites,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Central Europe"",""North Africa""]",20,15,650,0.3,26000,70
42548,odontonema strictum,"[""Loam"",""Clay"",""Sandy""]",Flowering Plant,"[""Year-round""]",2-3 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4-6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,1500,0.45,25000,80
42549,odontoschisma,"[""Epiphytic"",""Organic"",""Well-drained""]",Epiphyte,"[""Year-round""]",03-Feb,"[""Organic fertilizers"",""Liquid fertilizers""]",06-Apr,"[""Tropical rainforests"",""Humid environments""]",20,21.5,1500,0.3,20000,80
42550,odontoglossum,"[""Well-drained"",""Organic-rich""]",Orchid,"[""Spring"",""Autumn""]",03-Feb,"[""Balanced"",""Nitrogen-rich""]",4,"[""Central and South America"",""Himalayas""]",20,21,1500,0.35,28000,80
42551,odontoschisma prostratum,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus""]",4,"[""Temperate regions"",""Shaded areas""]",20,16,750,0.45,30000,70
42552,odontosoria scandens,"[""Well-drained"",""Humus-rich""]",Epiphyte,"[""All year round""]",03-Feb,"[""Liquid fertilizers"",""Slow-release fertilizers""]",4,"[""Tropical rainforests"",""Humid areas""]",21,22.5,2250,0.45,20000,80
42553,odontosoria uncinella,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""All year round"",""Start of summer"",""End of rainy season""]",48,"[""NPK 10-10-10"",""Organic Compost""]",4,"[""Tropical Rainforest"",""Subtropical Forest"",""Wetlands""]",22.5,20,1500,0.45,22000,70
42554,odontoschisma sphagni,"[""Sphagnum moss"",""Peat moss"",""Acidic soil""]",Moss,"[""Spring"",""Summer"",""Autumn""]",04-Feb,"[""Organic fertilizer"",""Moss-specific fertilizers""]",4,"[""Temperate regions"",""Cool and moist areas""]",17.5,15,150,0.45,20000,80
42555,odontoglossum triumphans,"[""Well-drained"",""Loamy""]",Orchid,"[""Spring"",""Summer""]",08-Jun,"[""NPK 20-20-20"",""NPK 10-10-10""]",4,"[""Central America"",""South America""]",20,20,125,0.5,22000,80
42556,odontonema tubiforme,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow-release fertilizers""]",Every 4-6 weeks,"[""Tropical regions"",""Subtropical regions""]",24,22.5,1500,0.3,180000,70
42558,thyrsacanthus strictus,"[""Loamy"",""Sandy""]",Shrub,"[""Start of summer"",""Monsoon""]",24,"[""NPK"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25,20,1000,0.3,3000,70
42559,odontites vernus,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia"",""North America""]",17.5,17.5,450,0.3,25000,70
42560,odontites serotinus,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Central Europe"",""Western Asia""]",17.5,20,750,0.3,36000,70
42561,odontites vulgaris,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus""]",4,"[""Mediterranean region"",""Central Europe""]",17.5,17.5,450,0.3,20000,70
42562,oenothera acutissima,"[""Loamy soil"",""Sandy soil""]",Flowering Plant,"[""Spring""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20,15,750,0.3,30000,60
42563,oenothera flava,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",22.5,17.5,750,0.4,20000,60
42564,oenothera affinis,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,17.5,650,0.3,25000,60
42565,oenothera albicaulis,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Summer"",""Autumn""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20,17.5,450,0.35,30000,70
42567,oenothera ctenophylla,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Mexico"",""South America""]",22.5,21.5,300,0.25,4000,70
42568,oenanthe aquatica,"[""Sandy loam"",""Clay"",""Silt""]",Aquatic plant,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Ponds"",""Marshes"",""Wetlands""]",17.5,15,150,0.45,600,80
42569,oenothera argillicola,"[""Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""California"",""Oregon"",""Washington""]",20,20,750,0.3,21600,70
