Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid,Watering_min_x,SeedName2,Plant_Name,English_Name,Area_Require,Height_Max,Soil_Depth,Precip,Image_URL
5205,Astragalus anemophilus,"[""Sandy Loam"",""Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Northern Hemisphere"",""Mediterranean region"",""Southwestern United States""]",20.0,20.0,400.0,0.3,22000.0,60.0,,,,,,,,,
5206,Astragalus andersonii,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",20.0,15.0,400.0,0.2,20000.0,60.0,,,,,,,,,
5207,Astragalus anisus,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Southwestern United States""]",20.0,16.0,400.0,0.25,22000.0,60.0,,,,,,,,,
5208,Asclepias Angustifolia,"[""Sandy"",""Loamy""]",Perennial,"[""Late Spring"",""Summer"",""Early Fall""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Western United States"",""Southwestern Canada"",""Northern Mexico""]",25.0,20.0,375.0,0.3,20000.0,70.0,,,,,,,,,
5209,Asimina angustifolia,"[""Sandy loam"",""Loamy sand""]",Fruit,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southeastern United States"",""Florida"",""Georgia"",""South Carolina""]",22.5,25.0,900.0,0.45,25000.0,80.0,,,,,,,,,
5210,Asimina Longifolia,"[""Loamy"",""Sandy""]",Fruit Tree,"[""Late Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southeastern United States""]",22.5,22.5,1000.0,0.3,2500.0,80.0,,,,,,,,,
5211,Pityothamnus angustifolius,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Tree,"[""Start of spring"",""Spring"",""Summer""]",2 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Coastal regions"",""Mediterranean climates""]",22.5,17.5,750.0,0.3,15000.0,60.0,,,,,,,,,
5212,Astragalus anserinus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,"[""North America"",""Europe"",""Asia""]",20.0,17.5,375.0,0.3,22000.0,60.0,,,,,,,,,
5213,Asanthus,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""NPK 20-20-20"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.4,30000.0,70.0,,,,,,,,,
5214,Astragalus applegatei,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Oregon""]",20.0,20.0,300.0,0.3,40000.0,60.0,,,,,,,,,
5215,Astragalus Aquilonius,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountainous regions"",""Grasslands""]",17.5,17.5,400.0,0.3,40000.0,60.0,,,,,,,,,
5216,Astragalus wootonii,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Late spring"",""Summer""]",48,"[""NPK fertilizer"",""Organic compost""]",6,"[""Southwestern United States"",""Mexico""]",22.5,22.5,400.0,0.3,28000.0,60.0,,,,,,,,,
5217,Aspicilia aquatica,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Temperate forests"",""Wetlands""]",15.0,10.0,750.0,0.3,15000.0,80.0,,,,,,,,,
5218,Lecanora aquatica,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Coastal areas""]",15.0,11.5,900.0,0.4,3000.0,80.0,,,,,,,,,
5219,Asclepias arenaria,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwestern United States"",""Mexico"",""South America""]",25.0,20.0,625.0,0.3,12000.0,60.0,,,,,,,,,
5220,Aspicilia arctica,"[""Sandy"",""Loamy"",""Rocky""]",Lichen,"[""Start of summer"",""Late summer"",""Early autumn""]",12 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4 weeks interval,"[""Arctic regions"",""Alpine regions""]",2.5,2.5,650.0,0.4,500.0,80.0,,,,,,,,,
5221,Lecanora Arctica,"[""Sandy"",""Loamy"",""Clayey""]",Lichen,"[""Late spring"",""Summer""]",24 hours interval,"[""None""]",,"[""Arctic regions"",""Alpine tundra""]",0.0,2.5,300.0,0.5,2400.0,70.0,,,,,,,,,
5222,Astragalus arenarius,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Perennial,"[""Late spring"",""Summer"",""Early autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal areas"",""Deserts"",""Sandy soils""]",20.0,20.0,300.0,0.2,20000.0,70.0,,,,,,,,,
5223,Asperula arvensis,"[""Sandy loam"",""Loamy sand""]",Herb,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia""]",17.5,15.0,750.0,0.3,25000.0,70.0,,,,,,,,,
5224,Astragalus aretioides,"[""Sandy Loam"",""Silty Loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic compost"",""All-purpose fertilizer""]",4,"[""Southwest United States"",""Mexico""]",20.0,15.0,400.0,0.2,26000.0,60.0,,,,,,,,,
5225,Astragalus sericoleucus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Compost"",""Organic fertilizer""]",4,"[""California"",""Nevada"",""Arizona""]",17.5,22.5,375.0,0.225,22000.0,60.0,,,,,,,,,
5226,Orophea Aretioides,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Tropical regions"",""Subtropical regions""]",20.0,21.5,750.0,0.45,25000.0,80.0,,,,,,,,,
5227,Astragalus Argophyllus,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Perennial,"[""Spring"",""Summer""]",2-Jan,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",20.0,20.0,350.0,0.3,22000.0,70.0,,,,,,,,,
5228,Astragalus aridus,"[""Sandy"",""Loamy"",""Clay""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""Southwestern United States"",""Mexico"",""Northern Africa""]",22.5,27.5,200.0,0.2,30000.0,50.0,,,,,,,,,
5229,Astragalus arizonicus,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Arizona"",""New Mexico"",""Texas""]",17.5,22.5,375.0,0.2,7200.0,70.0,,,,,,,,,
5230,Astragalus Arrectus,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus""]",4,"[""Southwestern United States"",""Mexico""]",20.0,15.0,300.0,0.2,4000.0,60.0,,,,,,,,,
5231,Astragalus palousensis,"[""Sandy"",""Silty"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",6,"[""Pacific Northwest"",""Columbia Plateau""]",25.0,20.0,400.0,0.2,25000.0,60.0,,,,,,,,,
5232,Astragalus arthurii,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northwestern Mexico""]",17.5,20.0,400.0,0.3,21600.0,60.0,,,,,,,,,
5233,Astelia argyrocoma,"[""Well-drained soil"",""Loamy soil""]",Perennial,"[""Start of Summer""]",2-3 hours interval,"[""Organic compost"",""Liquid seaweed fertilizer""]",4 weeks interval,"[""New Zealand"",""Australia""]",17.5,15.0,1500.0,0.3,3000.0,70.0,,,,,,,,,
5234,Xylophacos Argophyllus,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer""]",12 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",22.5,17.5,750.0,0.4,2500.0,60.0,,,,,,,,,
5235,Astragalus panguicensis,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""China"",""Tibet""]",21.5,22.5,650.0,0.45,25000.0,60.0,,,,,,,,,
5236,Astragalus henrimontanensis,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""10-10-10"",""5-10-5""]",4,"[""Montana"",""Idaho"",""Wyoming""]",17.5,20.0,350.0,0.2,25000.0,70.0,,,,,,,,,
5237,Astragalus stocksii,"[""Well-drained sandy loam"",""Silty loam""]",Perennial,"[""Spring"",""Summer""]",4-6 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Mountainous regions"",""High-altitude areas""]",20.0,15.0,300.0,0.3,30000.0,60.0,,,,,,,,,
5238,Asarum,"[""Loam"",""Silt"",""Clay""]",Herb,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Balanced fertilizer""]",4,"[""Shade"",""Moist soil"",""Woodland""]",17.5,17.5,1000.0,0.3,15000.0,70.0,,,,,,,,,
5239,Asclepias Asperula,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""NPK"",""Compost""]",4,"[""North America"",""Europe""]",20.0,25.0,625.0,0.3,20000.0,60.0,,,,,,,,,
5240,Astragalus Asclepiadoides,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 (weeks interval),"[""Southwestern United States"",""Mexico"",""South America""]",22.5,22.5,375.0,0.3,20000.0,60.0,,,,,,,,,
5241,Astragalus asymmetricus,"[""Sandy loam"",""Loamy sand""]",Flowering Plant,"[""Spring"",""Summer""]",Every 7-10 days,"[""NPK 10-10-10"",""Organic compost""]",Every 4-6 weeks,"[""Southwestern United States"",""Mediterranean region""]",20.0,15.0,500.0,0.3,24000.0,60.0,,,,,,,,,
5242,Asparagus Fern,"[""Loamy"",""Sandy""]",Climber,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean"",""Subtropical""]",20.0,20.0,750.0,0.4,24000.0,70.0,,,,,,,,,
5243,Astrophytum Asterias,"[""Sandy"",""Loamy"",""Well-drained""]",Cactus,"[""Spring"",""Summer""]",2-Jan,"[""Cactus fertilizer"",""Slow-release granules""]",6,"[""Mexico"",""Southwestern United States""]",25.0,30.0,225.0,0.2,30000.0,50.0,,,,,,,,,
5244,Echinocactus Asterias,"[""Sandy"",""Loamy""]",Cactus,"[""Spring"",""Summer""]",2-3 hours interval,"[""Cactus fertilizer"",""Nitrogen-based fertilizer""]",4 weeks interval,"[""Southwestern United States"",""Mexico"",""Central America""]",25.0,25.0,150.0,0.2,12000.0,40.0,,,,,,,,,
5245,Astragalus Asper,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Late spring"",""Summer"",""Early autumn""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""Southwestern United States"",""Mediterranean region"",""Central Asia""]",25.0,20.0,300.0,0.3,25000.0,60.0,,,,,,,,,
5246,Asclepias Capricornu,"[""Sandy"",""Silty""]",Perennial,"[""Late Spring"",""Summer""]",3-Feb,"[""NPK 20-10-10"",""Organic compost""]",4,"[""California"",""Oregon"",""Washington""]",20.0,22.5,650.0,0.3,30000.0,60.0,,,,,,,,,
5247,Asclepiodora Decumbens,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Compost""]",4,"[""Southwest United States"",""Mediterranean region"",""South Africa""]",20.0,20.0,625.0,0.25,20000.0,80.0,,,,,,,,,
5248,Asclepias Decumbens,"[""Sandy"",""Loamy""]",Perennial Flower,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Southwestern United States"",""Mexico""]",25.0,20.0,750.0,0.3,20000.0,60.0,,,,,,,,,
5249,Astragalus atratus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",7,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",20.0,20.0,350.0,0.3,30000.0,70.0,,,,,,,,,
5250,Astragalus atropubescens,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",17.5,22.5,400.0,0.3,24000.0,60.0,,,,,,,,,
5251,Astragalus Atropilosulus,"[""Loam"",""Clay"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,21.5,600.0,0.4,12000.0,60.0,,,,,,,,,
5252,Astragalus Abyssinicus,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Perennial,"[""Start of summer"",""Rainy season""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Ethiopia"",""Kenya"",""Sudan""]",20.0,25.0,350.0,0.2,25000.0,70.0,,,,,,,,,
5253,Astragalus Venosus,"[""Sandy loam"",""Silty loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",6 (weeks interval),"[""Southwestern United States"",""Northern Mexico""]",17.5,20.0,400.0,0.2,25000.0,60.0,,,,,,,,,
5254,Astragalus mensanus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""Southwestern United States"",""Northern Mexico""]",12.5,17.5,300.0,0.3,20000.0,80.0,,,,,,,,,
5255,Astragalus Owyheensis,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""Western United States"",""Great Basin""]",17.5,22.5,325.0,0.3,400.0,60.0,,,,,,,,,
5256,Astragalus austiniae,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""NPK 12-12-12""]",12,"[""Southwestern United States"",""Mexico""]",20.0,15.0,350.0,0.2,30000.0,60.0,,,,,,,,,
5257,Asplenium auriculatum,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Summer"",""Rainy season""]",2-3 hours interval,"[""Organic compost"",""Liquid seaweed fertilizer""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",20.0,21.0,125.0,0.25,20000.0,80.0,,,,,,,,,
5258,Astragalus australis,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Coastal regions"",""Mediterranean climates""]",20.0,15.0,300.0,0.3,22000.0,60.0,,,,,,,,,
5259,Astragalus Aboriginorum,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Central Asia""]",22.5,17.5,400.0,0.3,21600.0,70.0,,,,,,,,,
5260,Astragalus forwoodii,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",25.0,20.0,600.0,0.4,30000.0,60.0,,,,,,,,,
5261,Astragalus glabriusculus,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen-based"",""Phosphorus-based""]",6-Apr,"[""Mediterranean"",""Semi-arid regions""]",20.0,20.0,300.0,0.3,24000.0,70.0,,,,,,,,,
5262,Astragalus linearis,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-rich fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Southwestern United States"",""Northern Mexico""]",17.5,20.0,300.0,0.45,22000.0,60.0,,,,,,,,,
5263,Astragalus Richardsonii,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",2 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""North America"",""Europe"",""Asia""]",10.0,17.5,375.0,0.2,25000.0,70.0,,,,,,,,,
5264,Astragalus Scrupulicola,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer"",""Fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""California"",""Oregon"",""Washington""]",20.0,15.0,150.0,0.3,20000.0,70.0,,,,,,,,,
5265,Atelophragma Aboriginorum,"[""Loam"",""Sandy loam"",""Silt loam""]",Atelophragma Aboriginorum,"[""Spring"",""Summer""]",12,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical rainforests"",""Subtropical rainforests"",""Wet sclerophyll forests""]",20.0,20.0,1000.0,0.4,22000.0,80.0,,,,,,,,,
5267,Asplenium australasicum,"[""Well-drained soil"",""Loamy soil""]",Fern,"[""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4-6 weeks interval,"[""Shaded areas"",""Rainforests""]",17.5,20.0,1500.0,0.45,36000.0,80.0,,,,,,,,,
5268,Astragalus barrii,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,"[""California"",""Nevada"",""Utah""]",20.0,21.5,350.0,0.3,20000.0,60.0,,,,,,,,,
5269,Orophaca Barrii,"[""Loam"",""Clay"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountains"",""Highlands"",""Alpine regions""]",20.0,15.0,650.0,0.25,8000.0,60.0,,,,,,,,,
5270,Astragalus beathii,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Rocky slopes"",""Mountainous regions""]",21.0,17.5,350.0,0.3,4000.0,60.0,,,,,,,,,
5271,Astragalus Beckwithii,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Late spring"",""Early summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Rocky mountains"",""Mojave desert""]",20.0,15.0,375.0,0.2,30000.0,60.0,,,,,,,,,
5272,Astragalus Bernardinus,"[""Sandy Loam"",""Clay Loam"",""Silty Loam""]",Perennial,"[""Spring"",""Summer""]",5,"[""Nitrogen"",""Phosphorus""]",4,"[""California"",""Nevada"",""Arizona""]",12.5,17.5,300.0,0.3,25000.0,70.0,,,,,,,,,
5273,Astragalus beatleyae,"[""Well-drained"",""Sandy""]",Perennial,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6 (weeks interval),"[""Southwestern United States"",""Mexico""]",20.0,15.0,375.0,0.225,22000.0,60.0,,,,,,,,,
5274,Astragalus weiserensis,"[""Sandy"",""Loam"",""Clay""]",Legume,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",20.0,15.0,375.0,0.3,40000.0,60.0,,,,,,,,,
5275,Astragalus bicristatus,"[""Well-drained soil"",""Sandy soil""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""North America"",""Europe""]",20.0,15.0,300.0,0.3,20000.0,50.0,,,,,,,,,
5276,Aster Bietii,"[""Loam"",""Sandy Loam""]",Flower,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus""]",4,"[""Europe"",""Asia""]",20.0,15.0,650.0,0.4,22000.0,60.0,,,,,,,,,
5277,Astragalus Bisulcatus,"[""Sandy loam"",""Clay loam""]",Legume,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",4 (weeks interval),"[""Southwestern United States"",""Northern Mexico""]",20.0,15.0,375.0,0.2,22000.0,70.0,,,,,,,,,
5278,Asplenium ×biscaynianum,"[""Loam"",""Sandy loam""]",Fern,"[""Spring"",""Summer""]",2-Jan,"[""Liquid fertilizer"",""Organic compost""]",4,"[""Shady areas"",""Moist forests""]",25.0,20.0,150.0,0.3,2000.0,80.0,,,,,,,,,
5279,Astilbe Biternata,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",7.5,15.0,750.0,0.35,25000.0,80.0,,,,,,,,,
5280,Astragalus Bibullatus,"[""Sandy loam"",""Loam""]",Perennial,"[""Spring"",""Summer""]",2-Jan,"[""Organic compost"",""Balanced NPK fertilizer""]",4,"[""Southwest United States"",""Mexico""]",20.0,15.0,450.0,0.2,20000.0,60.0,,,,,,,,,
5281,Astragalus diholcos,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",10,"[""NPK fertilizers"",""Organic compost""]",6,"[""Mediterranean region"",""Central Asia"",""North Africa""]",25.0,20.0,300.0,0.3,30000.0,60.0,,,,,,,,,
5283,Astragalus haydenianus,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Early Summer""]",Once a week,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""Western United States"",""Rocky Mountains"",""Great Basin""]",17.5,20.0,300.0,0.2,25000.0,70.0,,,,,,,,,
5284,Astragalus Haylenianus,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Perennial,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",25.0,20.0,400.0,0.25,25000.0,60.0,,,,,,,,,
5285,Ascidioata Blepharophylla,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Flowering Plant,"[""Late spring"",""Summer""]",72,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Coastal regions"",""Mediterranean climates""]",21.0,22.5,1250.0,0.4,2500.0,80.0,,,,,,,,,
5286,Astragalus bodinii,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Nevada"",""Utah""]",20.0,15.0,300.0,0.3,30000.0,60.0,,,,,,,,,
5287,Astragalus Yukonis,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Late spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Alaska"",""Yukon"",""Northwest Territories""]",15.0,10.0,400.0,0.2,22000.0,60.0,,,,,,,,,
5288,Phaca Bodinii,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Legume,"[""Spring"",""Fall""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Central Asia"",""Southwestern United States""]",20.0,15.0,600.0,0.2,20000.0,60.0,,,,,,,,,
5289,Astragalus boeticus,"[""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Southwest Asia"",""North Africa""]",17.5,20.0,400.0,0.3,30000.0,60.0,,,,,,,,,
5290,Astragalus bourgaeanus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean region"",""Central Asia"",""North Africa""]",20.0,20.0,300.0,0.3,30000.0,70.0,,,,,,,,,
5291,Astragalus bolanderi,"[""Well-drained sandy loam"",""Silty loam"",""Loamy sand""]",Perennial,"[""Summer""]",12,"[""Nitrogen-based fertilizers"",""Phosphate-based fertilizers""]",4,"[""California"",""Oregon"",""Washington""]",16.0,14.0,500.0,0.3,20000.0,60.0,,,,,,,,,
5292,Astragalus Bourgovii,"[""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",12 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Mediterranean region"",""Central Asia""]",22.5,17.5,300.0,0.2,4000.0,60.0,,,,,,,,,
5293,Asplenium ×boydstoniae,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",21.0,17.5,750.0,0.4,25000.0,80.0,,,,,,,,,
5294,Asplenosorus boydstoniae,"[""Loamy"",""Sandy"",""Clayey""]",Fern,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorous"",""Potassium""]",4,"[""Shaded areas"",""Moist forests""]",20.0,20.0,1500.0,0.4,4000.0,80.0,,,,,,,,,
5295,Asterella Bolanderi,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",15.0,12.5,750.0,0.4,18000.0,60.0,,,,,,,,,
5296,Asclepias brachystephana,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""Southwestern United States"",""Northern Mexico""]",22.5,21.5,400.0,0.25,30000.0,60.0,,,,,,,,,
5297,Aster Brachytrichus,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Fall""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,17.5,750.0,0.3,22000.0,60.0,,,,,,,,,
5298,Astragalus brachycarpus,"[""Sandy loam"",""Loamy sand""]",Legume,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Western United States"",""Great Basin""]",21.5,17.5,300.0,0.2,28000.0,70.0,,,,,,,,,
5299,Asplenium Bradleyi,"[""Loamy"",""Sandy""]",Fern,"[""Spring"",""Summer""]",Every 2-3 days,"[""Organic compost"",""Liquid fertilizer""]",Every 4-6 weeks,"[""Shaded areas with high humidity"",""Moist and well-drained soil""]",20.0,20.0,1500.0,0.45,25000.0,80.0,,,,,,,,,
