Names,Description,url
Delphinium Magic Fountain Crystal Mix Seeds,"More Information HarvestingGood for Cutting, Long Vase Life Growing ConditionsField Crop, Greenhouse Performer, Netting Recommended Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity130 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/delphinium_magic_fountain_crystal_mix.webp
Delphinium Magic Fountain Cherry Blossom with White Bee Seeds,"More Information HarvestingGood for Cutting, Long Vase Life Growing ConditionsField Crop, Greenhouse Performer, Netting Recommended Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity130 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/delphinium_magic_fountain_cherry_blosson_with_white_bee.webp
Delphinium Excalibur Mix Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthApril, May, June Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsPartial Sun, Shade Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Bedding, Landscape ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/delphinium_excalibur_mix.webp
Delphinium belladonna Connecticut Yankee Mix Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthApril, May, June, July Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun, Partial Sun Seed TypeHeirloom, Open Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Excellent for Drying & Crafts, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Bedding, Landscape ShapeSpike",
Dalmatian White - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June, July Garden StyleAngel Garden - White Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity125 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",
Dalmatian Rose - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity125 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/digitalis_dalmatian_rose_2.webp
Dalmatian Purple - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June, July Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity125 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",
Dalmatian Peach - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June, July Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/digitalis_dalmatian_peach.webp
Dalmatian Mix - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June, July Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity125 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/digitalis_dalmatian_mix.webp
Dalmatian Crème - Pelleted (F1) Digitalis Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant Flowering MonthApril, May, June, July Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity125 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleBiennial Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeSpike",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/digitalis_dalmation_creme_2.webp
Dahlia Showpiece Double Mix Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again Growing ConditionsField Crop, Netting Recommended, Staking Recommended, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJuly, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity130 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Edible Flowers ShapeBall",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/dahlia_showpiece_double_mix.webp
Dahlia Pompon Double Mix Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again Growing ConditionsField Crop, Netting Recommended, Staking Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual, Perennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Ornamental, Landscape ShapeBall",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/dahlia_pompon_double_mix.webp
Dahlia Collarette Daisy Mix Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJuly, August, September, October Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height16 - 20 inches, 21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Window Sill Garden Favorite, Patio Container Friendly, Landscape ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/dahlia_collarette_daisy_mix.webp
Dahlia Cactus Flowered Hybrids Mix Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again Growing ConditionsField Crop, Netting Recommended, Staking Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJuly, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity120 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Edible Flowers ShapeBall, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/dahlia_cactus_flowered_hybrids.webp
Cynoglossum Mystery Rose Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun, Partial Sun Seed TypeHeirloom, Open Pollinated Days to Maturity85 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Sustains Beneficial Insects ShapeFiller Flower, Pods & Fiddly Bits",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/y/cynoglossum_mystery_rose.webp
Cut & Come Again White Zinnia Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeSingle Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/u/cut_come_again_zinnia_white.webp
Cut & Come Again Violet Zinnia Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeSingle Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/u/cut_come_again_zinnia_violet.webp
Cut & Come Again Red Zinnia Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeSingle Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/u/cut_come_again_zinnia_red.webp
Cut & Come Again Mix Zinnia Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeSingle Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Sustains Beneficial Insects, Attracts Friendly Pollinators, Window Sill Garden Favorite, Patio Container Friendly, Bedding, Landscape ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/u/cut_and_come_again_mix_zinnias.webp
Craspedia globosa Seeds - Billy Buttons - Sun Ball,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsGood for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Victorian Lighting ConditionsFull Sun Days to Maturity120 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Excellent for Drying & Crafts, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Bedding, Ornamental, Landscape ShapeBall, Pods & Fiddly Bits, Textural",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/r/craspedia_globosa_-_billy_buttons_-_drumsticks.webp
Cosmos Seashells Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Landscape ShapeDisk, Filler Flower",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_seashells.webp
Cosmos Psyche White Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Early Harvest Flowering MonthJune, July, August, September Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Heirloom & Heritage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity75 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Landscape ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_psyche_white_2.webp
Cosmos Popsock White Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Bedding, Landscape ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_popsocks_white.webp
Cosmos Popsock Pink Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthMay, June, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessHalf Hardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Sustains Beneficial Insects, Patio Container Friendly, Bedding ShapeDisk",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_popsocks_pink.webp
Cosmos Double Click Snow Puff Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthJune, July, August, September Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Romantic, Victorian, Woodland Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeDisk, Filler Flower",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_double_click_snow_puff_2.webp
Cosmos Double Click Rose Bonbon Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Patio Container Friendly, Landscape ShapeDisk, Filler Flower",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_double_click_rose_bonbon_4.webp
Cosmos Double Click Mix Seeds ,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Landscape ShapeDisk, Filler Flower",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_double_click_mix.webp
Cosmos Double Click Cranberries Seeds,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Wild Flowers, Sustains Beneficial Insects, Attracts Friendly Pollinators, Landscape ShapeDisk, Filler Flower",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cosmos_double_click_cranberries_2.webp
Cortaderia selloana rosea Seeds - Pink Feather Pampas Grass,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthSeptember, October Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHalf Hardy, Hardy Plant Height61 + inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Bouquet Filler Greens, Excellent for Drying & Crafts, Erosion Control, Ornamental, Landscape ShapeFiller Flower, Filler Greens, Pods & Fiddly Bits, Spike, Textural, Stalk - Stem",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cortaderia_selloana_rosea_-_pink_feather_pampas_grass_2.webp
Cortaderia selloana Pumila Hybrids Seeds - Pampas Grass,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthSeptember, October Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height41 - 60 inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Bouquet Filler Greens, Excellent for Drying & Crafts, Patio Container Friendly, Erosion Control, Ornamental, Landscape ShapeFiller Flower, Filler Greens, Pods & Fiddly Bits, Spike, Textural, Stalk - Stem",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cortaderia_selloana_pumila_hybrids.webp
Cortaderia selloana Pampas Grass Mix Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height41 - 60 inches, 61 + inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Bouquet Filler Greens, Excellent for Drying & Crafts, Ornamental, Landscape ShapeFiller Flower, Filler Greens, Pods & Fiddly Bits, Spike, Textural, Stalk - Stem",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cortaderia_selloana_pampas_grass_mix.webp
Cortaderia selloana alba Pampas Grass White Seeds,"More Information HarvestingHarvest when Mature, Good for Cutting Growing ConditionsField Crop Additional CharacteristicsStart Early for Transplants, Good for Overwintering, Cold Tolerant, Heat Tolerant, Easy to Grow Flowering MonthAugust, September Garden StyleAngel Garden - White Flowers, Cutting / Cut Flowers, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to MaturityPerennial Stem TypeSingle Stem Plant HardinessHardy Plant Height61 + inches Plant LifecyclePerennial Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Bouquet Filler Greens, Excellent for Drying & Crafts, Ornamental, Landscape ShapeFiller Flower, Filler Greens, Pods & Fiddly Bits, Spike, Textural, Stalk - Stem",https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cortaderia_selloana_alba_pampas_grass_white_2.webp
