Name,Description,Image URL
Green Peas Organic,"CERTIFIED ORGANIC! Green peas organic sprouting seeds are our most popular sprouting seed, and produce large, mild sprouts. Some growers like to enjoy pea sprouts just after germination, when they are still crunchy and sweet like freshly picked garden peas. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS505_green_peas_organic_sprouting_seeds_1_515x640_crop_center.jpg?v=1610582587
Simpson Elite,"Simpson Elite lettuce seeds produce big, loosely packed, slightly crumpled green leaves, with a blanched, almost white interior. Read More",//www.westcoastseeds.com/cdn/shop/products/LT454-1_515x640_crop_center.jpg?v=1610583109
Tip Top Alaska Mix,"Tip Top Alaska mix Nasturtium seeds produce cream-on-green foliage with single yellow, orange, and deep red flowers, clustered in compact 30cm (12"") mounds. Tip Top Alaska series will stay compact so they are perfectly suited to containers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2995-1_515x640_crop_center.jpg?v=1610582022
Taunus Coated,"Taunus is an improved cylindrical beet that is perfect for slicing. Harvest at full size or as baby ‘fingerling beets.’ The highly uniform roots have deep purple flesh, minimal zoning and high resistance to cracking. Read More",//www.westcoastseeds.com/cdn/shop/products/BT182_Taunus-Beet-Seeds_515x640_crop_center.jpg?v=1610587073
Merlin Organic,Merlin Organic Beet seeds are CERTIFIED ORGANIC! Merlin beets are very dark red and flavourful beet that keeps its shape well when... Read More,//www.westcoastseeds.com/cdn/shop/products/BT177_Merlin_IMG_9289_515x640_crop_center.jpg?v=1610589543
Eldorado,"This is one of the most upright growing and attractive of all the chards. Eldorado Swiss chard is a luxurious looking plant with stems of gold and leaves that are dark green, deeply savoyed, with wavy margins. Read More",//www.westcoastseeds.com/cdn/shop/products/SW760-2_515x640_crop_center.jpg?v=1610577828
Silky Sweet,"Silky Sweet turnip seeds produce high yields of sweet white turnips with the most amazing texture. They really are silky — very tender with smooth flesh and a distinct sweetness. This turnip is ideal for spring and autumn harvests, and is best picked at 7cm (3"") in diameter. Read More",//www.westcoastseeds.com/cdn/shop/products/TR820-Silky-Sweet_93d6e97d-296c-4115-9544-4570eba5df8e_515x640_crop_center.jpg?v=1576613003
Go Go Sprouting Seeds Organic,"The Go Go Blend organic sprouting seeds includes alfalfa, red clover, red radish, yellow mustard, and fenugreek for an amazing combination of flavours and textures. It adds zing to salads and sandwiches, and it contains the combined health benefits of all these delicious sprouting seeds. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS112_Sprouting_A-Go-Go_Seeds_1_515x640_crop_center.jpg?v=1610581700
Silverado,"Silverado Swiss chard seeds produce relatively compact plants that have heavily savoyed, deep, dark green leaves with bright white stems. A taste test favourite, its beautiful appearance and very high resistance to bolting make it a great home garden and market variety. Read More",//www.westcoastseeds.com/cdn/shop/products/SW762-1_515x640_crop_center.jpg?v=1610656675
One Ball,"One Ball is a fabulous new hybrid zucchini with golden skinned fruits that are nearly spherical. The shiny fruits come in a continuous set, and they're perfect at 8-12cm (3-5"") in diameter. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ809-One-Ball_MG_8388_515x640_crop_center.jpg?v=1576612999
Ramrod,"Sow Ramrod scallion seeds successively through spring, summer and autumn. September-sown seedlings are very cold-hardy and overwinter well for early spring harvests. A high-performance, boldly flavoured scallion bred for English gardens, but perfect for the coast. Read More",//www.westcoastseeds.com/cdn/shop/products/ON571-1_515x640_crop_center.jpg?v=1610656921
Celinet Certified Organic,CERTIFIED ORGANIC. This slower growing Batavian lettuce has good heat resistance and a long harvest window. Read More,//www.westcoastseeds.com/cdn/shop/products/LT546_Celinet0X7A2188_515x640_crop_center.jpg?v=1650323491
Red Atlas F1,This high yielding beet produces impressively uniform roots. Red Atlas has a very high sugar content of 12-15% and the deep red... Read More,//www.westcoastseeds.com/cdn/shop/files/EfPwRYW0K0xDna-AeFrk_awBpDJ18oJmp0Y6Ms62vkZhAA_515x640_crop_center.jpg?v=1698865953
Microgreen Pac Choi Seeds,"Microgreen Pac Choi seeds produce sprouts that are milder than their mustard cousins, and not as pungent as their other cousins, the Brassicas. Yet they contain very high amounts of vitamins and minerals, and of course chlorophyll and amino acids. Read More",//www.westcoastseeds.com/cdn/shop/products/MG532-Pac-Choi-Microgreens-Seeds_515x640_crop_center.jpg?v=1610588710
Bee Garden Blend Sprinkle Bag,The Bee Garden Blend wildflower seeds are specially blended by our Certified Bee Master for use in managed landscapes such as disused laneways; verges; or along the edges of cultivated areas in residential or agricultural properties. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3540Rbeegarden_515x640_crop_center.jpg?v=1681942348
Deluxe Sprouting Seeds Blend Organic,"For real variety, choose the Deluxe Blend organic sprouting seeds which includes mung bean seeds, adzuki bean seeds, lentil seeds, chickpea seeds, red clover, and red radish sprouting seeds. It's a salad in itself! Read More",//www.westcoastseeds.com/cdn/shop/products/Deluxe-Blend-Sprouting-Seeds_ZSS104-1_515x640_crop_center.jpg?v=1610587573
Rido Red,"These fast growing, uniform watermelon radishes have a lovely cream exterior over a bright fuchsia centre. The core starts as a simple dot of colour, but expands toward the outside as the root develops. Read More",//www.westcoastseeds.com/cdn/shop/products/RD697-Rido-Red-0X7A6080_515x640_crop_center.jpg?v=1610656310
Tropicana Pelleted Organic,"This variety has pelleted seeds for easy spacing. Tropicana is amazingly uniform, with crisp, green heads that boast the best bolt-resistance of any loose leaf type. Read More",//www.westcoastseeds.com/cdn/shop/products/LT464-1_515x640_crop_center.jpg?v=1610586408
Eleonora Organic,"The great feature of Eleonora Organic broad beans is that the plants stay relatively short, so they are not prone to falling over. This makes them the top choice for windy or exposed gardens. Read More",//www.westcoastseeds.com/cdn/shop/products/BN204-Eleonora-Broad-Bean-Seeds-1210_DBweb_515x640_crop_center.jpg?v=1565735315
Imperial Star Organic,"These tall, hardy plants produce seven to eight highly uniform, nearly spineless buds in the first growing season. The buds are sweet and tender. Read More",//www.westcoastseeds.com/cdn/shop/products/AR103-4_515x640_crop_center.jpg?v=1610579292
Eleonora Organic,"The great feature of Eleonora Organic broad beans is that the plants stay relatively short, so they are not prone to falling over. This makes them the top choice for windy or exposed gardens. Read More",//www.westcoastseeds.com/cdn/shop/products/BN204-Eleonora-Broad-Bean-Seeds-1210_DBweb_515x640_crop_center.jpg?v=1565735315
Imperial Star Organic,"These tall, hardy plants produce seven to eight highly uniform, nearly spineless buds in the first growing season. The buds are sweet and tender. Read More",//www.westcoastseeds.com/cdn/shop/products/AR103-4_515x640_crop_center.jpg?v=1610579292
Hyacinth Jan Bos 4/pk,Hyacinth Jan Bos bulbs grow and blossom with hot pink flowers adding a vivid colour to gardens and containers. A winner of... Read More,//www.westcoastseeds.com/cdn/shop/files/BU210JanBos_515x640_crop_center.jpg?v=1721760702
Chocolate Beauty,"As green bell peppers, they have somewhat average flavour, but as they turn deep brown, the sweetness increases and they become positively delectable. Read More",//www.westcoastseeds.com/cdn/shop/products/PP632-1_515x640_crop_center.jpg?v=1610586361
Fantastic Four Sprouting Collection,"The Fantastic Four sprouting collection an excellent introduction to sprouting. It contains a selection of four of our most popular sprouts: Mild alfalfa, clover, diverse salad blend, and spicy red radish. Read More",//www.westcoastseeds.com/cdn/shop/files/SS200RWestCoastSeedsFantasicFourMixSprouts_515x640_crop_center.png?v=1715278057
Sheep Fescue,"Sheep Fescue is a perennial grass that forms dense tufts of greyish green, bristle-like leaves. It thrives in well drained, poor soil because it forms a symbiotic relationship with mycorrhizal fungi, through which it gathers moisture, minerals, and nutrients. Read More",//www.westcoastseeds.com/cdn/shop/products/GR200-Sheep-Fescue-Seeds_515x640_crop_center.jpg?v=1610655688
Waltham Organic,"The extremely vigorous vines of this 1970 All America Selections Winner produce uniform butternut squash fruits with creamy, rich, dry, yellow-orange flesh under smooth tan skins. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ761-1_515x640_crop_center.jpg?v=1610654312
White Icicle,"Sow White Icicle radish seeds from early spring to the middle of May, and plan to sow again in September for a fall harvest crop. The tops on this cylindrical, pure white radish are short at only 11cm (4 1/2""), while the roots keep their fine texture and eating quality up to 15cm (6"") long. Read More",//www.westcoastseeds.com/cdn/shop/products/RD700-WITE-ICICLE-ORGANIC-RADISH-SEEDS_515x640_crop_center.jpg?v=1602194006
Di Cicco Organic,"Di Cicco organic broccoli seeds are excellent fresh quality, and a very good choice for freezing. We recommend di Cicco organic broccoli seeds for growing in raised beds or allotment gardens. It would be too big for most containers, but it makes excellent microgreens. Read More",//www.westcoastseeds.com/cdn/shop/products/BR210-Di-Cicco-Organic-Broccoli-Seeds_515x640_crop_center.jpg?v=1610579830
Serpedor Wax Romano Beans,This compact bush bean produces masses of richly flavoured wax Romano type pods over a long harvest period. Expect the best qualities of Romano beans from conveniently compact bush plants that don't take up a lot of room in the garden. Read More,//www.westcoastseeds.com/cdn/shop/products/BN124_serpedor_beans_1_515x640_crop_center.jpg?v=1610586484
Green Tails Amaranth Seeds,"Luxurious, drooping, pale chartreuse green tassels retain their colour well after picking. Green Tails amaranth seeds produce relatively tall plants that can reach of 120cm (48""). Read More",//www.westcoastseeds.com/cdn/shop/products/FL2074-1_515x640_crop_center.jpg?v=1610577699
Fordhook Giant,"Fordhook Giant Swiss chard seeds produce dark green, very savoyed leaves are borne on thick, greenish-white stalks. This cold-hardy variety is versatile, reliable, decorative and flavourful. It can also stand up well in summer heat. Read More",//www.westcoastseeds.com/cdn/shop/products/SW750-1_515x640_crop_center.jpg?v=1610578118
Clearwater Certified Organic,"CERTIFIED ORGANIC. This fast growing organic oakleaf boasts sweet flavour and its tasty medium-green leaves hold its shape well, adding a satisfying volume to a mixed salad. Read More",//www.westcoastseeds.com/cdn/shop/products/LT547_Clearwater_2021_C_515x640_crop_center.jpg?v=1673566770
Waterwise Blend,This drought tolerant wildflower blend is a great choice for residential and commercial landscaping. The annual and perennial flowers in this blend... Read More,//www.westcoastseeds.com/cdn/shop/files/EafXfOGcTi9OvxrwK4-FpKgB9vaoEaZBdBKuV0HaGS2M4g_515x640_crop_center.jpg?v=1698865953
Red Russian Organic,"Red Russian Organic Kale Seeds grow leaves that are flat, toothed, grey-green leaves with bright purple stems and veins really brighten and sweeten after frosts. Tender for salads and good for bunching, the red and purple hues turn a rich, dark green colour when cooked. Read More",//www.westcoastseeds.com/cdn/shop/products/KL426-4_6427a50d-d2da-42b1-96d0-ed45a3868831_515x640_crop_center.jpg?v=1610588557
Avalanche,"Plant Avalanche beet seeds for beets that are still very sweet, but lack the earthy beet flavour. They also have no bitter aftertaste and they are delicious raw or cooked. Read More",//www.westcoastseeds.com/cdn/shop/products/BT184-Beet_Avalanche_515x640_crop_center.jpg?v=1610655642
Walcheren Winter,"Densely packed heads are 10-15cm (4-6"") in diameter on large plants and will withstand frost from -12 to -19°C (16 to -5°F) depending on wind and snow cover. Read More",//www.westcoastseeds.com/cdn/shop/products/CF349-Cauliflower_WalcherenWinter5_20200428_072544_515x640_crop_center.jpg?v=1624918228
Twister Pelleted,"This quirky cultivar of the soft rush Juncus effusus grows its stiff, smooth leaves in a curious corkscrew shape. The leaves add a touch of drama to floral bouquets. Read More",//www.westcoastseeds.com/cdn/shop/products/GR-Twister-0X7A5508-2_515x640_crop_center.jpg?v=1610656358
Sweet Mama Kabocha,"Sweet Mama Kabocha squash seeds form single long vines with almost no side shoots. Each plant produces 1.3kg (3 lb) fruits with dark green, hard skins over sweet, nutty, deep orange flesh. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ760-1_515x640_crop_center.jpg?v=1610656189
Atlantis Brokali,"Atlantis Brokali broccoli seeds are a new hybrid cross between broccoli and kale for spring/summer sowing and late summer/autumn harvests. Atlantis Brokali has a sweet flavour somewhere between broccoli and asparagus, plus a crisp, fresh texture. Read More",//www.westcoastseeds.com/cdn/shop/products/BR203-1_515x640_crop_center.jpg?v=1610656213
Quaking Grass,"The flowers of this unusual ornamental grass are known as panicles, and they are borne on flexible stems that causes them to bounce and tremble in the wind, hence, Quaking Grass. This grass will grow in full sun to partial shade, in containers, raised beds, or in xeriscaping schemes. Read More",//www.westcoastseeds.com/cdn/shop/products/GR101-Quaking-Grass_515x640_crop_center.jpg?v=1610654521
Persian Cress Organic,"The leaves of this unusual cress are flatter than its crinkly cousins, with distinctly serrated margins. The peppery flavour is a touch milder, but still tangy enough for salads and sandwiches. Read More",//www.westcoastseeds.com/cdn/shop/products/MS555-Persian-Cress-Organic-Seeds_515x640_crop_center.jpg?v=1610584641
Microgreen Kohlrabi Seeds,"Plant microgreen kohlrabi seeds and grow one of the most nutritious super-foods known. They are high in vitamins A, B, C, E, and K, as well as calcium, iron, magnesium, phosphorus, potassium, zinc, carotene, amino acids, and protein. Read More",//www.westcoastseeds.com/cdn/shop/products/KH435-Purple-Vienna-0X7A9606_b682d36a-f1eb-4fda-8ede-f5191150b262_515x640_crop_center.jpg?v=1610577932
Fragrant Flower Blend,This lovely wildflower blend is a sight for sore eyes and a scent for sore noses! The multi-colour blooms in this blend... Read More,//www.westcoastseeds.com/cdn/shop/files/EYrj_PxIkpRHlVjRaZerl6kBoKCPxaftNGpsfuKo2252FQ_515x640_crop_center.jpg?v=1698865951
Red Ace Organic,"Hybrid vigour brings better germination, fast spring growth, and excellent disease resistance. The large, deep red, round roots are uniform, sweet and tender. Read More",//www.westcoastseeds.com/cdn/shop/products/BT173-1_515x640_crop_center.jpg?v=1610585565
Yellow Mustard Organic,"Yellow Mustard organic sprouting seeds make excellent, crunchy sprouts with good heat and a fine flavour reminiscent of horseradish. Mustard sprouts are packed with vitamins, minerals, and antioxidants. Read More",//www.westcoastseeds.com/cdn/shop/products/Yellow-Mustard-Sprouting-Seeds_ZSS424A-1_515x640_crop_center.jpg?v=1610588369
Oranos Organic,Oranos is the first truly orange pointed sweet pepper to appear on the market. The feedback from growers has been unanimous and extremely positive: Oranos really produces. Read More,//www.westcoastseeds.com/cdn/shop/products/PP653-1_515x640_crop_center.jpg?v=1610577829
Microgreen Amaranth Seeds,"Amaranth microgreens have a nutty, rich flavour and are 15% protein. They are rich in vitamins A, B, C, and E, calcium, iron, magnesium, niacin, phosphorus, potassium, and amino acids. Read More",//www.westcoastseeds.com/cdn/shop/products/MG519_Amaranth-Microgreens-Seeds_515x640_crop_center.jpg?v=1610577941
Cue Ball,"Cue Ball has vigorous, bushy, upright, open growth for easy picking. The shiny, pale green skins of the very round fruits are mottled with white. The fruits are tender and sweet at 8-12cm (3-5"") in diameter, but they can be picked at a large size as well. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ_Cue-Ball_MG_8394_515x640_crop_center.jpg?v=1566926261
Sweet Thai Basil Certified Organic,"CERTIFIED ORGANIC. Ocimum basilicum. Authentic Thai basil, widely used in Southeast Asian cuisine, featuring the unmistakable spicy, anise/licorice-like flavour. Pointy, narrow... Read More",//www.westcoastseeds.com/cdn/shop/products/HR1026_SweetThaiBasil_Jun2022_CPW_Vendor_Genesis__2_515x640_crop_center.jpg?v=1668126036
Hummingbird Blend Sprinkle Bag,"Attract hummingbirds to your growing area with these beautiful Hummingbird Blend wildflower seeds. The twelve species in this mix are some of the most attractive nectar-bearing flowers available, and have a long blooming period. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3444Rhummingbird_515x640_crop_center.jpg?v=1681937117
Gourmet Sprouting Seeds Organic,"Our gourmet blend organic sprouting seeds is a superb selection of big sprouts, full of flavour and nutrients. This blend includes mung beans, green lentils, chickpeas, yellow soy, and red radish. Read More",//www.westcoastseeds.com/cdn/shop/products/Gourmet-Blend-Sprouting-Seeds_ZSS105-1_515x640_crop_center.jpg?v=1610587348
Soleado,"Planting Soleado zinnia seeds in the spring results in a jubilant display of single flowers with two-tone orange petals surrounding concentric circles of mahogany and yellow. The plants are tougher than other Zinnias and will stand up to nearly any weather conditions, blooming right into fall. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3844_Soleado-Zinnia-Seeds_515x640_crop_center.jpg?v=1610589314
Micro Fenugreek Organic,"CERTIFIED ORGANIC! Fenugreek organic micro-greens have a mild but exotic flavour. Fenugreek seeds can also be used to make a pleasant tea. Fenugreek provides a high quality protein, fibre, and wealth of vitamins including A, B1, B2, B3, B5, B6, B15, B17, C, D, E, H, folic acid, and fatty acids. Read More",//www.westcoastseeds.com/cdn/shop/products/MG760-Micro-Fenugreek-0X7A1109_515x640_crop_center.jpg?v=1576789253
Prizm F1,"This baby leaf curly kale is an excellent all-round choice, but its compact and speedy growth means it's particularly suitable for container... Read More",//www.westcoastseeds.com/cdn/shop/files/EfJhnU7sbntFumoJGOf6Y_AB3lmG1NFNlRihdcVh48MXTQ_515x640_crop_center.jpg?v=1698865941
Charmant,Plants stand for weeks without splitting so there is no rush to harvest. This is convenient for the market grower as well as the home grower. Read More,//www.westcoastseeds.com/cdn/shop/products/CB231-1_515x640_crop_center.jpg?v=1610656880
Fenugreek Organic,Fenugreek organic sprouting seeds produce large vigorous sprouts with a mild but exotic flavour. Fenugreek seeds can also be used to make a pleasant tea. Read More,//www.westcoastseeds.com/cdn/shop/products/ZSS415_Sprouting_Fenugreek_Seeds_1_515x640_crop_center.jpg?v=1610589093
Sandwich Booster Mix Organic,"In the Sandwich Booster Mix organic sprouting seeds are alfalfa, mung beans, red clover, and red radish. This is the combination that some studies suggest can prevent cancer and other serious health problems. And while it’s working wonders on your health, it also tastes good as well. Read More",//www.westcoastseeds.com/cdn/shop/products/Special-Blend-Sprouting-Seeds_ZSS122-1_515x640_crop_center.jpg?v=1610587433
Parsley Pea,"Parsley Pea seeds produce tendrils that are unique and delicious. Technically a snap pea, this curious pea is grown for its edible tendrils, leaflets, and flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/PE629-Parsley-Pea-IMG_5859_515x640_crop_center.jpg?v=1610656222
Clemson Spineless Okra Organic,"Over a short period in the heat of summer, plants will grow quickly to 1.2m (4'), and are covered in edible, cream coloured flowers. These are followed by meaty, strongly flavoured pods that add brilliant texture to relishes and chutneys, but also complement stews, soups, and gumbo. Read More",//www.westcoastseeds.com/cdn/shop/products/OK101_Okra_organic_11_515x640_crop_center.jpg?v=1610655992
Salad Sprouting Seeds Organic,"Mung beans, adzuki beans, chickpeas, red clover, radish, and green lentils — big, crunchy sprouts that are perfect as a salad topping, or as a salad on their own. This is the perfect mix of mild, but distinct flavours that combine for a deeply satisfying garnish or side course. Read More",//www.westcoastseeds.com/cdn/shop/products/Salad-Mix-Sprouting-Seeds_ZSS1061_515x640_crop_center.jpg?v=1610583933
Bean Salad Organic,"The Bean Salad organic sprouting seeds are a delicious and crunchy selection of spouting beans and other seeds, blended to perfection: This sprouting blend includes adzuki beans, mung beans, lentils, and red radish. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS103_Bean_Salad-Blend_1_515x640_crop_center.jpg?v=1610589050
Celine Certified Organic,"CERTIFIED ORGANIC. The pretty pods of this slender wax bean are stringless and tender. Compared to other purple varieties, the colour of the beans are noticeably brighter. Read More",//www.westcoastseeds.com/cdn/shop/products/BN211_Celine_515x640_crop_center.jpg?v=1650497865
Alfresco Pelleted,"This mix has a truly Mediterranean flavour and feel with its mix of red and green lettuce, arugula, endive, and radicchio. A slightly bitter flavour profile that balances perfectly with a sweet dressing or savory vinaigrette. Read More",//www.westcoastseeds.com/cdn/shop/products/LT465-1_515x640_crop_center.jpg?v=1610589489
Blade Organic,"Blade Organic lettuce seeds produce some of the nicest baby-leaf lettuce we have seen. The leaf colour is rich mahogany, fading to pale green as it nears the long petiole. Read More",//www.westcoastseeds.com/cdn/shop/products/LT501_Blade-babyleaf_lettuce_1_515x640_crop_center.jpg?v=1610588043
Zohar Organic,"Rich orange petals surround a dark brown centre on these 10-15cm (4-6"") wide, flowers. Single, pollen-less flowers are borne on sturdy stems to a height of 1.5m (5'), making them superb for florists and market growers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3252-1_515x640_crop_center.jpg?v=1610583820
Microgreen Swiss Chard Seeds,"Microgreen Swiss chard seeds are worth growing just as a general use gourmet garnish. Colour, mild beet flavour, and concentrated nutrition levels for salads or any other meals. Read More",//www.westcoastseeds.com/cdn/shop/products/MG758-Microgreens-Swiss-Chard-Seeds_515x640_crop_center.jpg?v=1610585741
Red Sails,"Stunning, deep-red tints gloss over medium-green, crinkled leaves. The large, open plant is very slow to bolt and holds a long time after maturity without getting bitter. Read More",//www.westcoastseeds.com/cdn/shop/products/Red-Sails-Lettuce-Seeds-LT459-1_515x640_crop_center.jpg?v=1610583626
Hampton Organic,"Hampton organic lettuce seeds produce a voluminous oak leaf lettuce with a high leaf count and dark, shiny leaves. It has the same fast growth rate as the other Eazyleaf® products, but is much slower to bolt in summer. Read More",//www.westcoastseeds.com/cdn/shop/products/LT516-Hampton-Organic-Lettuce-Seeds_515x640_crop_center.jpg?v=1610577334
Green Lentils Organic,"As the green skins split, they reveal the succulent yellow interior, and that's the time to harvest sprouted lentils. Green Lentils organic sprouting seeds are an excellent source of vitamins A, B, C, and E. They are also packed with the minerals calcium, iron, niacin, phosphorus, and magnesium. Read More",//www.westcoastseeds.com/cdn/shop/products/SS113-Green-Lentils-Orgainc-Sprouting-Seeds_515x640_crop_center.jpg?v=1610587621
Global Gourmet Pelleted,"A salad mix that reflects the diversity of flavours from mild lettuces to tangy pac choi to spicy mustard greens. This is also the most exotic looking of our pelleted salad mixes, with diverse leaf shapes and colours as spectacular looking in containers as they are on the plate. Read More",//www.westcoastseeds.com/cdn/shop/products/LT452-Global-Gourmet-0X7A8194_515x640_crop_center.jpg?v=1610589365
Taiwan Pac Choi,"Brassica rapa chinensis. Mild green leaves are supported by thick, sweet, white stalks that are mild and juicy. In summer, plant Taiwan... Read More",//www.westcoastseeds.com/cdn/shop/products/MU532-1_515x640_crop_center.jpg?v=1610656173
Copper Prince Millet,"The golden green foliage darkens at the points most exposed to the sun, becoming more mahogany in tone. About mid summer, the rush-like panicles begin to emerge, rising to a height of 90cm (36""). Read More",//www.westcoastseeds.com/cdn/shop/products/GR_Copper-Prince-0X7A3828_515x640_crop_center.jpg?v=1543522530
Purple Haze,"Deep purple on the outside and bright orange inside, it has a lovely sweet taste especially when raw. Lightly stir-fry to retain a deeper purple colour. Read More",//www.westcoastseeds.com/cdn/shop/products/CR281-2_515x640_crop_center.jpg?v=1706730998
Derby,"This AAS award winning compact bush bean is great choice for the new gardener. The bushes are low-growing, self-supporting and shallow-rooted, making it suitable for container gardening. Read More",//www.westcoastseeds.com/cdn/shop/products/BN210Derby-AAS_515x640_crop_center.jpg?v=1650497561
Barley Organic,"Sprouted barley has a satisfying chewiness that works well in breads and breakfast cereals. It is packed with vitamins B, C, and E. It is also a good source of calcium, magnesium, pantothenic acid, phosphorus, and amino acids. Read More",//www.westcoastseeds.com/cdn/shop/products/SS114-Barley-Organic-Sprouting-Seeds_515x640_crop_center.jpg?v=1610587482
Green Hunter Organic,"Green Hunter organic sprouting seeds are a blend of mung beans, adzuki beans, chickpeas, clover, and fenugreek. The sprouts of mung beans are per-eminently suited for stir-fry dishes and for soups. Read More",//www.westcoastseeds.com/cdn/shop/products/Green-Hunter-Sprouting-Seed-Mix_ZSS404-1_515x640_crop_center.jpg?v=1610585731
Adzuki Beans Organic,CERTIFIED ORGANIC! These are some of the fastest sprouts because they're ready to eat when only a tip of root emerges. Keep the bright red skins intact for the highest nutritional value. Read More,//www.westcoastseeds.com/cdn/shop/products/SS115-Adzuki-Beans-Organic_515x640_crop_center.jpg?v=1610587758
Joi Choi,"Dark-green leaves are supported by thick, sweet, white stalks that are mild and juicy with a delicate flavour. Joi Choi pac choi seeds can be planted in cool soil and grow to 45cm (18"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/MU527-1_515x640_crop_center.jpg?v=1610654554
Jade Dragon,"Jade Dragon bitter melon seeds are also known as ku gua, Goya, Karela. Scrape the white seeds and pith out of this warty vegetable, and chop into bite size pieces for use in soups and stir-fries. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ765_Jade-Dragon-Bitter-Melon-Seeds-1_515x640_crop_center.jpg?v=1610586773
Kentucky Wonder Brown,This is the brown-seeded strain of a very popular pole bean and is well-loved for its vigor and fine bean flavour. Read More,//www.westcoastseeds.com/cdn/shop/products/BN122-1_515x640_crop_center.jpg?v=1610577930
Noir Long Maraicher Certified Organic,"CERTIFIED ORGANIC. This delicious heirloom has a robust flavour characteristic of black radishes. Stronger than regular radishes, their milky white flesh contrasts gorgeously with their black skins. Read More",//www.westcoastseeds.com/cdn/shop/products/RD669NoirLongMaraicher_515x640_crop_center.jpg?v=1650411035
Oaky Red Splash Organic,"A very upright oakleaf type with a bronze cast splashed with irregular red patches. Mid-ribs mature to a pinky colour, particularly after they're exposed to light from previous harvests. Read More",//www.westcoastseeds.com/cdn/shop/products/LT480-1_515x640_crop_center.jpg?v=1610587885
Piccolo,"The glossy skin of this purple and white striped eggplant covers firm flesh that is perfect for both stuffing and pickling. The fruits are plump and oval, about 8x10cm (3x4”) in size, with great charm and appeal. Read More",//www.westcoastseeds.com/cdn/shop/products/EG424_Piccolo-Eggplant-Seeds-0X7A7702_515x640_crop_center.jpg?v=1610654389
Microgreen Mustard Seeds,"Microgreen mustard seeds produce mildly spicy, tender, succulent microgreens that add mild horseradish flavour to salads and blends. They are very fast to germinate and grow. Try scattering mustard microgreens over salads for a subtle hit of flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/MG556-Microgreen-Mustard-Seeds_515x640_crop_center.jpg?v=1610585728
Upland Cress Organic,"Botanically different from the other cress varieties, this biennial is a bit slower growing and slower to bolt, but very easy once established. It’s a super cold-hardy addition to salads, and blends well with milder greens like chickweed. Read More",//www.westcoastseeds.com/cdn/shop/products/MS559-Upland-Cress-organic-seeds-8225607_515x640_crop_center.jpg?v=1610584083
Polyvert Organic,"Sow Chives Organic seeds at any time of year. Hardy, perennial, and easy to grow, the chopped stems and pink flowers add a fresh, mild green onion flavour to sandwiches, salads and baked potatoes. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1065-2_f4e9ec40-4234-4250-959d-682d84135597_515x640_crop_center.jpg?v=1610656739
Sabre,"The distinctive pods are curved like a sabre, on this bushy, mid-season pea, and contain 8-10 peas each. The plants grow to only 60cm (24”) tall, and are very heat tolerant. Read More",//www.westcoastseeds.com/cdn/shop/products/PE_sabre-shelling-pea-seeds_515x640_crop_center.jpg?v=1610588330
Allure Organic,"Thoughtful corn breeding has resulted in this highly alluring new variety, the first organic synergistic hybrid available to home growers. Allure Organic corn seeds germinate well in cooler soils, producing highly vigorous seedlings. Read More",//www.westcoastseeds.com/cdn/shop/products/CN395-Allure-Organic-Corn_515x640_crop_center.jpg?v=1610648138
Red Radish Organic,"Red radish sprouts have quite a bit of the heat associated with garden radishes, so they're not for the faint of heart. First comes the intense flavour, and then a wave of powerful heat, almost like wasabi. Read More",//www.westcoastseeds.com/cdn/shop/products/ZSS202_Sprouting_Radish_Seeds_1_515x640_crop_center.jpg?v=1610581725
Orange Cupcake,"Each flower starts out looking like a fairly typical Zinnia, but as the crested centre unfolds and ruffles, it really does take on the look of the pincushion flower. The strong, upright stems are perfect for cut flowers, and each one cut spurs on the growth of more stems. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3873_Zinnia-Scabiosaflora-Orange-0X7A4423_515x640_crop_center.jpg?v=1610584224
Kuroda Nova,"One of the best juicing carrots available, this popular Chantenay type carrot from Asian breeding has deep reddish orange roots that are tender and sweet, growing to 18-20cm (7-8"") long, with a wide girth. Read More",//www.westcoastseeds.com/cdn/shop/products/CR274-1_515x640_crop_center.jpg?v=1610579866
Eazy Leaf Blend Organic,"Grow sweet and crunchy baby leaf salad greens or full sized heads — just space to suit the purpose. This blend can be harvested at the baby leaf stage, mid-head, or full-head size without losing any of its characteristics. Read More",//www.westcoastseeds.com/cdn/shop/products/LT440-Eazy-Leaf-Blend_515x640_crop_center.jpg?v=1610656778
