Name,Image URL 1,Description
Lemon Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5010-0.jpg,"    Narrow leaf basil from Southeast Asia with delightfully strong aroma and lemony flavor. Delicious with fish and in salad dressings. Flowering stalks can be added to bouquets to lend a wonderful lemony fragrance. A smaller-leaf variety, reaching 15"" tall. Approx. 15,000 seeds/oz.  Specialty variety Nice bouquet flowerOpen-Pollinated 
"
Goldy Double Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7097-1.jpg,"    Large, fully double and fuzzy blooms soft enough to cuddle with. Multi-branching plants have numerous bright yellow, eye catching pompom-like flowers adored by children and just about everyone else. Will bloom longer than any other type; highly vigorous and productive. Approx. 550 seeds/oz.  Attracts bees5-6' tall AnnualOpen-Pollinated 
"
Hella Sonnenblume Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7106-1.jpg,"    A stunning dwarf sunflower for bouquets! Lovely 4"" diameter gold-petaled blooms are incredibly uniform on sturdy 12"" stems. Cute, undeniably dwarf plants reach only 3.5' in height, but from the main stalk each produces an abundance of long, ruler-straight stems perfect for cutting. Easy to harvest with long vase life - an instant stand-out in our trials! From our friends at Swiss biodynamic seed company Sativa Seeds. Approx. 2,000 seeds/oz.  Superb cut flower2-3' tall AnnualOpen-Pollinated 
"
Hella Sonnenblume Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7106-1.jpg,"    A stunning dwarf sunflower for bouquets! Lovely 4"" diameter gold-petaled blooms are incredibly uniform on sturdy 12"" stems. Cute, undeniably dwarf plants reach only 3.5' in height, but from the main stalk each produces an abundance of long, ruler-straight stems perfect for cutting. Easy to harvest with long vase life - an instant stand-out in our trials! From our friends at Swiss biodynamic seed company Sativa Seeds. Approx. 2,000 seeds/oz.  Superb cut flower2-3' tall AnnualOpen-Pollinated 
"
Hopi Black Dye Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7103-1.jpg,"    A Hopi heirloom prized for its purple-black seeds, used especially for coloring baskets. High Mowing sold this variety in our very first catalog, and we're bringing it back in part to complete the circle of our journey, and in part because it's a great variety. Like us, it's scrappy and resilient and does a lot with a little, where the seeds are good for dye but also for food or feed, and are the best for de-hullling. The massive tall flowers are classically sunflower beautiful, with yellow rays around purple-black centers. Grown for countless generations, this variety will almost certainly still be used to make dye a hundreds years from now. Approx. 500 seeds/oz. Natural dye source7-11 feet tallHeirloom 
"
Jasmine Scented Nicotiana,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7090-0.jpg,"    Luminous columns of white, star-shaped flowers whose dreamy fragrance is emitted at night. A beautiful, unique plant that is pollinated by moths and blooms prolifically all season long. Starting in the evening, blooms perfume the air with an intoxicating scent. A sturdy cut flower and showstopping bedding plant. Exceptionally easy to grow; plants will re-seed if left in the garden. A standout in our trials and a personal favorite of all staff who choose to plant it. Approx. 271,000 seeds/oz.  Bedding plant24-36"" tall Re-seeding annualOpen-Pollinated 
"
Las Vegas Mix Globe Amaranth,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7210-1.jpg,"    Beautiful mix of long-lasting globe shaped flowers perfect for fresh and dried floral arrangements, garden borders, and containers. This highly productive mix creates a plethora of beautiful clover-like flowers that bring a cheerful look to gardens and containers alike.  Tight flowers have long field lasting quality and grow into a dense, bush habit which makes for easy field maintenance. A desirable accent flower for floral arrangements, this flower is a must for the market gardener selling fresh or dried bouquets. Approx 5,600 seeds/oz.  Globe amaranthCut or dried flowers 18-24"" plantsAnnual Open-Pollinated
"
Lion's Mouth Blend Snapdragon,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7018-1.jpg,"    Gorgeous blend of bold and pastel colors. Snapdragons are slow growing in spring but worth the wait, as they bloom continuously through the summer, especially with trimming. One of the premium cut flowers for bouquets and arrangements. Also makes a showy border or garden bed. Start indoors 8-10 weeks ahead and set out after frost, spacing 8-10"" apart. Cut when the lower third of the florets are open. Approx. 100,000 seeds/oz. Excellent cut flower12-24"" Annual Open-Pollinated
"
Magic Lime Green Matricaria,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7252_0_1_1.jpg,"    Tall, upright plants produce multitudes of cheerful, lime green flowers. Plants are 28-36"" tall and highly productive. Covered in small 1/2-1"" honeycombed blooms resembling bursts of sunlight, branches are perfect for use as fresh or dried floral arrangement filler. Also known as feverfew, it is a tender perennial in Zones 5-9.  Productive fillerCut or dried flower 28-36"" tallTender perennialOpen-Pollinated
"
Magic Single Matricaria,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7251_0_1_1.jpg,"    Sturdy branches are decorated with seemingly endless white petaled blooms surrounding golden centers. A showstopping variety of feverfew, plants grow to 28-36"" tall and are super producers of 1/2-1"" blooms that are perfect additions to fresh and dried floral arrangements. A tender perennial in Zones 5-9, plants are hardy, easy to grow and efficient to harvest. A must have for the cut flower garden.  Productive fillerCut or dried flower 28-36"" tallTender perennialOpen-Pollinated
"
Mammoth Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7100-1.jpg,"    The giant of all sunflowers with tall, thick stalks supporting huge heads that tower over the garden. This single-stemmed variety is a very fast and vigorous grower, perfect for creating living walls or fences, sunflower houses, kids' gardens and more. Also a great variety for edible seeds or feeding the birds. Towering plants are beloved by children, birds and bees. Approx. 295 seeds/oz.  Food for birds and beesFun for kids 12' tall AnnualOpen-Pollinated 
"
Nufar Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5005.jpg,"    Aromatic Italian Large Leaf basil with sweetly scented and flavored leaves growing up to 4"" in length.Plants are robust and visually appealing with good uniformity and growth habit. The large, highly scented leaves have a depth of flavor perfect for making pesto and cooking. Plants are deep green and have good resistance to fusarium wilt. Ideal for the home gardener as a single, highly productive plant or for the commercial producer looking to fill bags and/or bunches quickly. From our partners at Genesis Seeds.Improved Italian Large LeafOpen-PollinatedDisease Resistance DetailsIntermediate Resistance: Fusarium Wilt
"
Prospera F1 Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5006.jpg,"    Beautifully long, glossy leaves with excellent flavor and improved downy mildew resistance. This sweet and aromatic Genovese-type basil is the newest release from our friends at Genesis Seeds. With good resistance to downy mildew and fusarium wilt, this lovely basil keeps in the field and is suitable for greenhouse, field, and container production. This variety is protected by a Utility Patent - learn more here.  Classic Genovese-type Bred for downy mildew resistance UP HybridDisease Resistance DetailsIntermediate Resistance: Downy Mildew, Fusarium Wilt
"
Prospera Red DMR F1 Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5013-1.jpg,"    Eye-catching red basil with downy mildew resistance.  Flavorful and aromatic red basil with shiny leaves and elegant growth. Downy mildew resistance makes this variety an excellent candidate for open field and greenhouse cultivation. Can be mixed with other basil varieties for specialty appeal. Suitable for full size and baby leaf production. From our partners at Genesis Seeds.  Field or containers HybridDisease Resistance DetailsIntermediate Resistance: Downy Mildew, Fusarium Wilt
"
Purple Dark Opal Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5020.jpg,"    Glossy deep purple leaves striking enough to be ornamental! Delicious in vinegars or as a garnish for your favorite meals. Strong flavor well-suited to cooking. Beautiful pale purple flowers with deep purple leaves and stemsâideal for adding to bouquets. Average height is 8-10"". Approx. 21,000 seeds/oz.  Ideal for vinegarsEdible and ornamental CompactOpen-Pollinated 
"
Rosie Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5037_1.jpg,"    Intense dark purple-red color with mild and aromatic basil flavor - a favorite in our trials!  An improved strain of Rubin with very uniform germination and stand, no green off-types and stronger, more upright stems. Tall lavender flower spikes are lovely in bouquets and should be pinched for better leaf production. Approx. 20,000 seeds/oz.   Compact, upright habitEdible and ornamental Open-Pollinated
"
Rutgers Devotion DMR Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5009.jpg,"    An aromatic and sweet Genovese-type basil with excellent downy mildew resistance. This improved basil is another great achievement from the effor ts of Rutgers University and KBC Specialty Seeds. Uniform, flat to cup shaped leaves are tender, flavorful and productive throughout the growing season. These aromatic leaves attract shoppers at the farmers market and are the ideal basil type for making pesto. A solution for growers experiencing losses associated with Downy Mildew. This variety is protected by a Utility Patent - learn more here.  Slow to bolt Extremely uniform UPOpen-PollinatedDisease Resistance DetailsHigh Resistance: Downy Mildew, Fusarium Wilt
"
Rutgers Obsession DMR Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5008.jpg,"    Very attractive, compact plants with the strongest downy mildew resistance we've seen. This line of downy mildew resistant basil has been trialed against market standards all across the country and has come up aces every time. In our own field trials in northern Vermont, Obsession also impressed us with high marks for plant vigor and bolt tolerance. Plants have a high leaf-to-stem ratio and average 26"" in height. Suitable for field or potted plant production. We are excited to offer Obsession as organic seed thanks to our partnership with the team at KBC Specialty Seeds. This variety is protected by a Utility Patent - learn more here.  Slow to bolt Extremely uniform UPOpen-Pollinated Disease Resistance DetailsÂ Â High Resistance: Downy Mildew, Fusarium Wilt
"
Sacred Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/6/1/6130.jpg,"    Musky, fragrant flowers and foliage excellent for tea and medicinal purposes.Also known as Holy basil or Tulsi, our strain was selected by Frank Morton of Wild Garden Seed and is a temperate basil that is more adapted to North America than its tropical counterparts (such as O. tenuiflorum.). Many medicinal properties including adaptogenic, expectorant and anti-inflammatory qualities; also an immune stimulant. Approx. 40,000 seeds/oz. Temperate Tulsi Tea plant Attracts pollinatorsOpen-Pollinated 
"
Sage,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7234_0_1_3.jpg,"    Gray-green leaves are soft and aromatic, imparting a moreish flavor to soups, stews, gravies and stuffing. A flowering perennial and staple of the herb garden, plants are woody and strong, sending up beautiful purple flowers that attract pollinators. Woody stems and flowers can be dried for floral arrangements. Can be cut back in fall for bountiful regrowth in spring.  Perennial Excellent fresh or driedBeautiful purple flowers Highly aromatic
"
Santo Cilantro,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5050.jpg,"    The commercial standard for field bunching. Very bolt-resistant variety with good flavor and excellent upright habit for easy harvesting. Fast-growing variety great for cut-and-come-again. Bred by Alf Christenson. Approx. 2,200 seeds/oz.  Upright habit Fast growingOpen-Pollinated 
"
Medium Red Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7111-1.jpg,"    Beautiful blend of well-branched, red sunflowers ideal for cut flowers and gardens alike.This lovely mix of red sunflowers offers some unique flair as the genetic mix presents a deep and romantic coloration that is hard to resist. Striking in the field or garden, the strong stalks make these colorful blooms an excellent choice for cut flower production. From our partners at DeBolster Seeds.Great cut flowerGorgeous blend of red sunflowers5-6' tallAnnualOpen-Pollinated
"
Mexican Sunflower,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7110-0.jpg,"    Gorgeous tall plants with bright orange, 3 daisy-like blooms are stunning. Native to Mexico and Central America, Mexican Sunflower plants tolerate poor, dry soils, but will thrive in any climate. Vigorous, tall plants are easy to harvest for cut flowers. Flowers are extremely attractive to bees and butterflies. Deadhead spent blooms to prolong flowering. Approx. 2,800 seeds/oz. Heat and drought tolerant Attracts butterflies  4-6' tall Annual Open-Pollinated
"
Nasturtium Blend,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7077-0.jpg,"    Attractive, sunny mix of yellow, orange, rose and crimson flowers on trailing plants. Delicate lilypad-like leaves are just as attractive as the bright flowers. Edible flowers and foliage are a gourmet treat with flavor reminiscent of peppery watercress. Perfect for hanging baskets, containers or in the garden. Approx. 200 seeds/oz. Trailing Vines grow to 10' long Edible flowers and foliage AnnualOpen-Pollinated 
"
Nigella ,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7221-1.jpg,"    Light to dark blue, star shaped blooms hovering among fern-like foliage with ornamental seed pods.Plants are covered in blue blooms that attract pollinators and other beneficials in a humming display. Beautiful fresh cut flowers are jewel-like and bring an old-fashioned charm to bouquets. Unusual and attractive seed pods can be dried for ornamental arrangements.Fresh cut flower or dried pods20-28"" tallAnnualOpen-Pollinated
"
Opopeo Amaranth Flowers,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/2/7223-1.jpg,"    Extremely productive deep magenta filler flowers on bright pink stems with striking green leaves featuring a gorgeous matching magenta tinge.  A traditional amaranth from Mexico, plants are large and productive, sending up spears of blooms that are excellent for cut flower production. Will produce a large central spear with many arms or can be topped for smaller, uniform spear growth. Exceptionally easy to grow, thriving in most soil types. Approx. 37,300 seeds/oz.  Great cut flower 36-72"" tall Annual Open-Pollinated
"
Orange Zinnia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/1/7151-1_5.jpg,"    Large bold, orange blooms that are beautiful as cut flowers or as borders in the garden. 4-6"" blooms have incredible vase life, especially when water is routinely changed. With great field holding quality, plants produce continuous flowers throughout the season. Good tolerance to heat and cold, these vigorous zinnias are a reliable choice for the farm or garden. Approx. 2,700 seeds/oz.  Excellent cut flower Attracts butterflies 40-50"" plants Annual Open-Pollinated
"
Pacific Beauty Calendula,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7021-0.jpg,"    A bright medley of single and double orange, gold, yellow and cream-colored flowers. Well-branched plants with tall, straight stems great for cutting, with continuous blooms all summer. Fresh petals are beautiful in salads and as cake decorations. Also known as pot marigold. Approx. 4,500 seeds/oz. Prefers cool conditions 12-24"" tall AnnualHeirloom 
"
Phacelia,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/8/1/8115.jpg,"    Productive garden plant and cover crop with excellent pollinator attraction. Highly attractive to honeybees, native bees, and syrphid flies, whose larva are voracious feeders on aphids and young caterpillars. Phacelia is widely adaptable and tolerates drought better than most but requires a dark, cool place for good germination, so bury seed at least 1/4 inch deep. Often grown with buckwheat, which acts as a nurse crop for the slower germinating phacelia. Once established, the phacelia takes over the planting and flowers over a long season. Excellent for intercropping between cash crops to attract beneficial predators and pollinators. Seeding rate: 7-12 lbs/acre, 1/4 lb/1000 sq ft.  Premium pollinator attractantInterplant between row cropsOpen-Pollinated 
"
Pierrot Poppy,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7093-1.jpg,"    Striking, intensely red blooms with jet-black markings float above airy foliage. Silky scarlet petals form 3"" diameter flowers with four large black markings in the center. Adds a vibrant splash of color to beds and borders! Flowers have long, wiry stems over light green, ferny foliage. An abundant seed producer; may naturalize in mild climates. Scatter seeds and rake in lightly, then thin to 6"" apart. Approx. 142,000 seeds/oz.Prefers poor soil  2-3' tall Re-seeding annualOpen-Pollinated 
"
Pinwheel Marigold,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/7/0/7073-1.jpg,"    A delightful medley of brilliant red and yellow petals on each bloom.Pollinators and growers alike are amazed at Pinwheel’s playful coloring, which entrances passersby to stop and join in the fun! Easy to grow, these relatively tall marigold plants produce prolific blossoms and will be covered in pollinators for many months as they continue to bloom. Our strain is an heirloom created from selections made by Alan Kapular. Approx. 6,000 seeds/oz. Attracts pollinators2.5-3.5’ plantsAnnualHeirloom
"
Sorrel,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/2/4/2497_1.jpg,"    Brightly flavored, lime-green leaves with sharp, lemony flavor and tender texture. Long 8"" leaves are highly flavorful and are often used to accent and enliven dishes with notes of peppery citrus. Can be spring-sown but better in fall for harvest in early spring, when leaves are most tender and mild. Approx. 34,000 seeds/oz.   Perennial Gourmet ingredientEarly spring greenOpen-Pollinated  
"
Summer Savory,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5135.jpg,"    The most subtle and delicate of the savories with zesty fragrance. Slender light green leaves with woodsy, thyme-like flavor on reddish, square stems excellent for flavoring green beans, vegetables, poultry, or infused in vinegar. Cut stems and hang in bundles to dry. Plants reach 12-18"" tall. Approx. 47,000 seeds/oz.  Good container plant Tender perennialHeirloom 
"
Superior Licorice Mint,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/6/0/6050-0.jpg,"    Large mint-anise flavored leaves blush purple and are preferred for use in Korean cuisine.Plants are erect, sturdy and compact, growing in clumps instead of spreading by runners or self-sowing. Flowering stage produces beautiful purple spikes that are irresistible to pollinators. Cut flowers hold their color and smell when dried. Hardy perennial cousin of Anise Hyssop.  This variety is protected by the Open Source Seed Initiative - learn more here. Approx. 72,000 seeds/oz.  AromaticMedicinalAttracts pollinators OSSIOpen-Pollinated 
"
Sweet Marjoram,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5090.jpg,"    A mild, sweet relative of oregano excellent fresh or dried; essential for pizza sauce!Can be overwintered outdoors successfully or potted up in fall for fresh herbs all winter. Easy to dry, just harvest stems and hang in bundles. Leaves can be easily stripped off when dry. Approx. 120,000 seeds/oz.   Good container plantTender perennialOpen-Pollinated 
"
Sweet Thai Basil,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/0/5031_1.jpg,"    Exotic clove-licorice flavor perfect in Thai cuisine.Lovely potted herb, edible bedding plant and cut flower for floral arrangements. Gorgeous narrow green leaves with vivid dark purple stems and blossoms; adored by bees. Leaves are 2"" long and plants reach 12-18"" tall. Approx. 28,000 seeds/oz.    Compact habitEdible and ornamentalOpen-Pollinated 
"
Thyme,https://www.highmowingseeds.com/media/catalog/product/cache/95cbc1bb565f689da055dd93b41e1c28/5/1/5140-4.jpg,"    Tiny aromatic leaves cover slender woody stalks ending in sweet white flowers.Makes a beautiful low-growing border along herb and flower beds, growing only 6-10"" high. A versatile culinary staple. Our strain is hardy to Zone 4. Approx. 99,000 seeds/oz.    Attracts beesPerennial Open-Pollinated
"
