Name,Image URL 1,Description
Flaming Flare Pepper Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/f/l/flaming_flare_peppers.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsAAS (All-American Selections) Winner, Start Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity75 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesPatio Container Friendly, Edible ShapeTapered"
Fine Cut Oak Lettuce Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/f/i/fine_cut_oak_lettuce.webp,"More Information HarvestingHarvest when Mature, Cut & Come Again Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Recommended for Summer Planting for Fall Harvest, Recommended for Winter Harvest, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow, Early Harvest, Fast Growing, Slow to Bolt, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity50 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesWindow Sill Garden Favorite, Patio Container Friendly, Edible ShapeLeaf"
Felicity Jalapeno Pepper Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/f/e/felicity_jalapeno_peppers.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity86 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeElongated, Tapered"
Fajita Pepper Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/f/a/fajita_peppers.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity72 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeTapered"
Evergreen Hardy White Onion Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/v/evergreen_hardy_white_onion.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity65 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeBulb, Stalk - Stem"
Evergreen Bunching Onion Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/v/evergreen_bunching_onion.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Good for Overwintering, Cold Tolerant, Slow to Bolt Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity120 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeBulb, Stalk - Stem"
Eight Ball F1 Zucchini Squash Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/i/eight_ball_f1_zucchini_squash.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile, Cut & Come Again Growing ConditionsField Crop Additional CharacteristicsAAS (All-American Selections) Winner, Start Early for Transplants, Heat Tolerant, Easy to Grow, Early Harvest, Fast Growing, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity35-40 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible Flowers, Edible ShapeRound"
Edamame Sweet Tohya Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/d/edamame_sweet_tohya.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop Additional CharacteristicsHeat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity85 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeSeeds - Bean"
Edamame BeSweet 292 Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/d/edamame_be_sweet.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop Additional CharacteristicsHeat Tolerant, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity85 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeSeeds - Bean"
Easter Egg Mix Radish Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/a/easter_egg_mix_radish.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsHeat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity25-30 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeRound, Root"
Early Snowball Cauliflower Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/a/early_snowball_cauliflower.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer Additional CharacteristicsBest Suited for Spring & Fall Crop, Recommended for Summer Planting for Fall Harvest, Start Early for Transplants, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity55 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height16 - 20 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeHead"
Early Prolific Straight Neck Squash Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/a/early_prolific_straight_neck_squash.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile, Cut & Come Again Growing ConditionsField Crop Additional CharacteristicsAAS (All-American Selections) Winner, Start Early for Transplants, Heat Tolerant, Easy to Grow, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity55 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible ShapeElongated, Tapered"
Early Honeymoon Honey Dew Melon Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/h/o/honeymoon_honey_dew_melon.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Excellent for Trellising, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity95 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible ShapeRound"
Early Dream Broccoli Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/a/early_dream_broccoli.webp,"More Information HarvestingHarvest when Mature, Cut & Come Again Growing ConditionsField Crop Additional CharacteristicsBest Suited for Spring & Fall Crop, Recommended for Winter Harvest, Start Early for Transplants, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity60 Days Stem TypeBranching Stem Plant HardinessHardy Plant Height16 - 20 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeLeaf, Head"
Earli-Dew Honey Dew Melon Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/e/a/early-dew_honeydew_melon.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Early Harvest, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity75 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeRound"
Dolichos Lablab Bronze Leaf Seeds - Hyacinth Bean,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/o/dolichos_-_lablab_bronze_leaf.webp,"More Information HarvestingGood for Cutting, Cut & Come Again, Long Vase Life Growing ConditionsExcellent for Trellising Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthJune, July, August, September Garden StyleCutting / Cut Flowers, English Cottage, Kitchen Culinary, Romantic, Victorian Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity120 Days Stem TypeBranching Stem Plant HardinessTender Plant Height61 + inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesCut Flower & Bouquets, Bouquet Filler Flower, Fragrant, Edible Flowers, Excellent for Drying & Crafts, Climbers & Vines, Landscape ShapeFiller Flower, Vine"
Diva Hybrid Cucumber Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/diva_hybrid_cucumber.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Excellent for Trellising, Staking Recommended, Grows Well in Containers Additional CharacteristicsAAS (All-American Selections) Winner, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity60 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeElongated"
Diablo Brussels Sprouts Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/i/diablo_sprouts.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop Additional CharacteristicsBest Suited for Spring & Fall Crop, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity110 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeLeaf, Round"
Delicata Squash Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/delicata_squash.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Excellent for Trellising Additional CharacteristicsRecommended for Summer Planting for Fall Harvest, Start Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity100 Days Stem TypeBranching Stem Plant HardinessTender Plant Height61 + inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible ShapeElongated, Oval"
Deer Tongue Red Lettuce Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/deer_tongue_red_lettuce.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile, Cut & Come Again Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Easy to Grow, Early Harvest, Fast Growing, Slow to Bolt, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun, Partial Sun Seed TypeHeirloom, Open Pollinated Days to Maturity45 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeLeaf"
Decicco Italian Sprouting Broccoli Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/e/decicco_italian_sprouting_broccoli.webp,"More Information HarvestingHarvest when Mature, Cut & Come Again Growing ConditionsField Crop Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Cold Tolerant, Easy to Grow, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity50 Days Stem TypeBranching Stem Plant HardinessHardy Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeLeaf, Head"
Danyelle Lettuce Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/danyelle_lettuce.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile, Cut & Come Again Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Start Early for Transplants, Easy to Grow, Early Harvest, Fast Growing, Slow to Bolt Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun, Partial Sun Seed TypeOpen Pollinated Days to Maturity25 Days Stem TypeSingle Stem Plant HardinessTender Plant Height< 6 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesWindow Sill Garden Favorite, Patio Container Friendly, Edible ShapeLeaf, Head"
Danvers 126 Carrot Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/d/a/danvers_126_carrots.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Recommended for Winter Harvest, Good for Overwintering, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity65 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height< 6 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeTapered, Root"
Crimson Sweet Watermelon Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/r/crimson_sweet_watermelon.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity85 Days Stem TypeBranching Stem Plant HardinessTender Plant Height61 + inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeRound"
Corvair F1 Spinach Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/corvair_f1_spinach.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile, Cut & Come Again Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsBest Suited for Spring & Fall Crop, Recommended for Summer Planting for Fall Harvest, Easy to Grow, Early Harvest, Fast Growing, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun, Partial Sun Seed TypeHybrid (F1) Days to Maturity40 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeLeaf"
Copenhagen Market Cabbage Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/copenhagen_market_cabbage.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer Additional CharacteristicsBest Suited for Spring & Fall Crop, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity68 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeRound, Head"
Cool Breeze Cucumber Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/cool_breeze_cucumber.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Excellent for Trellising, Grows Well in Containers Additional CharacteristicsHeat Tolerant, Easy to Grow, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity45 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeElongated"
Coastal Star PL Lettuce Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/o/coastal_star_lettuce.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer Additional CharacteristicsBest Suited for Spring & Fall Crop, Heat Tolerant, Easy to Grow, Slow to Bolt Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity60 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible ShapeLeaf, Elongated, Head"
Clemson Spineless Okra Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/l/clemson_spineless_okra.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Staking Recommended Additional CharacteristicsAAS (All-American Selections) Winner, Heat Tolerant, Easy to Grow, Fast Growing, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity55 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesEdible ShapeTapered"
Cinderella Pumpkin Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/i/cinderella_pumpkin.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop Additional CharacteristicsRecommended for Summer Planting for Fall Harvest, Start Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleCutting / Cut Flowers, Kitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity95 Days Stem TypeSingle Stem Plant HardinessTender Plant Height61 + inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesExcellent for Drying & Crafts, Climbers & Vines, Edible ShapeOblate"
Chocolate Cherry Tomato Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/chocolate_cherry_tomato.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Excellent for Trellising, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity70 Days Stem TypeBranching Stem Plant HardinessTender Plant Height21 - 30 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesPatio Container Friendly, Edible ShapeCascading, Round"
China Express Cabbage Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/china_express_cabbage.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer Additional CharacteristicsBest Suited for Spring & Fall Crop, Cold Tolerant, Easy to Grow, Slow to Bolt Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity62 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesEdible ShapeLeaf, Elongated, Head"
Cherry Falls F1 Tomato Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/cherry_falls_f1_tomato.webp,"More Information HarvestingHarvest when Mature, Cut & Come Again Growing ConditionsGreenhouse Performer, Staking Recommended, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity60 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesGreat in Hanging Baskets, Patio Container Friendly, Edible ShapeCascading, Round"
Cherry Belle Radish Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/cherry_belle_radish.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsAAS (All-American Selections) Winner, Best Suited for Spring & Fall Crop, Recommended for Summer Planting for Fall Harvest, Recommended for Winter Harvest, Cold Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity20-25 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeRound"
Cherokee Summer Crisp Lettuce Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/cherokee_summer_crisp_lettuce.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsCold Tolerant, Heat Tolerant, Easy to Grow, Early Harvest, Slow to Bolt, Harvest as Baby Vegetables Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity45 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant, Well-drained Plant UsesPatio Container Friendly, Edible ShapeLeaf, Head"
Charmant Cabbage Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/charmant_cabbage.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity60 Days Stem TypeSingle Stem Plant HardinessHalf Hardy Plant Height7 - 15 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant Plant UsesEdible ShapeLeaf, Elongated, Head"
Charentais Cantaloupe Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/charentais_cantaloupe.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Netting Recommended Additional CharacteristicsStart Early for Transplants, Heat Tolerant, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity90 Days Stem TypeBranching Stem Plant HardinessTender Plant Height16 - 20 inches Plant LifecycleAnnual Plant Moisture & ClimateHeat Tolerant Plant UsesEdible ShapeRound"
Chardonnay Sweet Pepper Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/chardonnay_sweet_peppers.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Grows Well in Containers Additional CharacteristicsStart Early for Transplants, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeOpen Pollinated Days to Maturity70 Days Stem TypeBranching Stem Plant HardinessTender Plant Height31 - 40 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeBell"
Chantenay Red Core Carrot Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/h/chantenay_red_core_carrots.webp,"More Information HarvestingHarvest when Mature, Harvest when Juvenile Growing ConditionsField Crop Additional CharacteristicsBest Suited for Spring & Fall Crop, Good for Overwintering, Cold Tolerant, Easy to Grow, Fast Growing Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHeirloom, Open Pollinated Days to Maturity65 Days Stem TypeSingle Stem Plant HardinessHardy Plant Height< 6 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeRoot"
Celebrity F1 Tomato Seed,https://redemptionseeds.com/media/catalog/product/cache/ad1b35c87a9699e0b49412a335cc1bad/c/e/celebrity_f1_tomato.webp,"More Information HarvestingHarvest when Mature Growing ConditionsField Crop, Greenhouse Performer, Staking Recommended, Grows Well in Containers Additional CharacteristicsAAS (All-American Selections) Winner, Start Early for Transplants, Easy to Grow Flowering MonthFlowers for Reproduction Garden StyleKitchen Culinary Lighting ConditionsFull Sun Seed TypeHybrid (F1) Days to Maturity72 Days Stem TypeBranching Stem Plant HardinessTender Plant Height41 - 60 inches Plant LifecycleAnnual Plant Moisture & ClimateWell-drained Plant UsesPatio Container Friendly, Edible ShapeOblate"
