Name,Image URL 1,Description,Image_URL
"Heirloom Columbines
              Mrs. Scott Elliot",,"(A. caerula) EXCLUSIVE – We import Mrs. Scott Elliot Columbine from France, where an old firm still grows seed for these old-fashioned beauties. Their large elegant blossoms sway on wand-like stems above a cloud of lacy scalloped green foliage. The intricate flowers with their long graceful spurs are quite magical as they dance in combinations of white with pink, dark lavender, yellow, rose, claret and pale blue. Mrs. Scott Elliot is one of my favorite joys of spring and hummingbirds love them too!
            
            
            
            
      			
              
                Seed Count: Approx. 200 / Weight: 250 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Coreopsis
              Incredible",,"(Coreopsis x hybrida)These carefree plants are literally covered with blossoms from early summer through frost! The cheerful blossoms dance above airy foliage in a mix of soft cream, maroon, yellow, and red shades: a true tapestry of color. Plants are deer resistant, vigorous, and can handle hot, dry conditions. The bright blossoms are magnets for hungry bees, butterflies and many other pollinators. Perfect to light up the garden and pick often for dazzling, long-lasting bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 690-700 / Weight: 200 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cornflowers
              4th Of July Mix",,"(Centaurea cyanus)EXCLUSIVE – Our pretty mix of electric blue, soft red and pure white cornflowers (aka bachelor buttons) offer frilly, thistle-shaped blossoms that will positively light up your late spring and early summer garden beds. Flowers bloom in profusion, attracting both pollinating bees and many butterflies. Plus you’ll have armfuls of a flowers for long-lasting, cheerful bouquets. These showy old-fashioned cottage garden flowers are reliable and easy to grow and drought tolerant once established.
            
            
            
            
      			
              
                Seed Count: Approx. 210 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cornflowers
              Blue Boy",,"(Centaurea cyanus)  These classic flowers enjoy a very special place in the hearts of all cottage garden lovers. Their 1½-inch thistle-shaped blossoms are a brilliant electric-blue color that rivets the eye. Colorful and showy in the spring garden, Blue Boy makes a stunning landscape display and equally arresting bouquets to enjoy indoors. These are beautiful old-fashioned flowers to enjoy on their own or to interplant lavishly with other spring flowers. 
            
            
            
            
      			
              
                Seed Count: Approx. 100 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cornflowers
              Velvet Dawn",,"(Centaurea cyanus)
EXCLUSIVE – A classic cottage garden favorite in an enchanting shade of rich, deep purple. Velvet Dawn’s 1 1/2-inch dark, thistle-shaped flowers stand out against densely branching, blue-green foliage. They always attract and feed happy bees and butterflies. These are lovely, carefree, easy-to-grow, weather-tolerant flowers that will bloom vigorously and gladden your heart throughout spring and early summer. Cornflowers, also known as Bachelor Buttons, were traditionally used as lapel corsages!
            
            
            
            
      			
              
                Seed Count: Approx. 250-255 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Specialty Cosmos
              Dancing Petticoats",,"(Cosmos bipinnatus)
EXCLUSIVE - Our custom blend of special cosmos dance and sway above lacy foliage. We’ve combined “Seashells,” with dainty tubular petals, “Psyche,” whose semi-double frilled blossoms are like softly ruffled crowns, and “Versailles,” the aristocratic florist cosmos with perfect form and rich color. Together they paint a joyous collage of apple blossom pink, deep magenta, soft rose and pure white. These easy-care lovelies bloom nonstop, providing armfuls of pretty flowers for romantic bouquets.
 

            
            
            
            
      			
              
                Seed Count: Approx. 140 / Weight: 1 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bouquet Cosmos
              Double Click",,"(Cosmos bipinnatus)
Bred in France as a cut flower, Double Click offers lovely semi-double and fully double large frilly blossoms in rosy-red, pink, blush and white, all with sunny gold centers. The satiny, 2 to 3 inch blossoms grow on long stems and flower nonstop from early summer on. Cut armfuls of bouquets – the more flowers you pick the more the plants will produce. Butterflies seek out these extra-fancy Cosmos as they sway above ferny foliage.
 

 

            
            
            
            
      			
              
                Seed Count: Approx. 50-55 / Weight: 350 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Cosmos
              Little Ladybirds",,"(Cosmos sulphureus)
These beautifully different Little Ladybirds Cosmos are carefree bloomers with jaunty, sparkling, semi-double flowers on short, open branching plants that spread as wide as they are tall. The bright colored blossoms shine in wonderful crayola orange, clear butter yellow and rich scarlet. No pastels here, just warm sunny colors on pretty plants that attract butterflies like magnets and fill patio containers and summer beds and borders with cheerful season-long charm.
 

 

            
            
            
            
      			
              
                Seed Count: Approx. 55-60 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Double Butterfly Cosmos
              Rose Bon Bon",,"(Cosmos bipinnatus)
New from the very best French breeders, florist-quality Rose Bon Bon offers you extra fancy blossoms densely packed with frilled petals in a rich romantic rose. This exceptionally beautiful and care-free new cosmos produces 3-inch flowers that bloom non-stop on long stems, making them perfect for cutting abundant bouquets all summer long. Butterflies love to visit these lovely blossoms as they sway above finely cut foliage.
 

            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 320 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Knee-High White Cosmos
              Snow Sonata",,"(Cosmos bipinnatus)
EXCLUSIVE – These easy-care plants grow just under 2 feet tall with branching, many budded stems above a cloud of feathery, fine-cut foliage. Their satiny textured, 2 to 3 inch, daisy-shaped blossoms have perfect snow white petals and sunny gold centers. These fast growing, joyous flowers bloom non-stop, providing graceful sprays of silky white flowers for country-style bouquets. The dancing blossoms fill garden beds and patio pots to beckon butterflies all summer long.
 

 

            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 250 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Kneehigh Cosmos
              Sonata Mix",,"(Cosmos bipinnatus)
Sonata Cosmos’ compact feathery 2 1/2 to 3 foot plants are soon covered with sprays of buds that open and bloom non-stop all summer long. The blossoms’ 2 inch satiny petals in shades of magenta, clear white, soft pastel pink and pure rose surround cheerful yellow centers. Reliable and long lasting, with stems long enough for cutting lots of bouquets, free blooming Sonatas are perfect for containers, beds or borders. Butterflies and other pollinators love to visit these lovely flowers.
 

 

            
            
            
            
      			
              
                Seed Count: Approx. 125 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bouquet Cosmos
              Velouette",,"(Cosmos bipinnatus)
This romantic new cosmos mix has won both the Royal Horticultural Award of Merit and a European Fleuroselect Novelty award. Velouette’s charming flowers bloom in intricate petal patterns of stripes, picotees and solids in shades of deep cranberry, antique rose, coral and white. The fast-growing plants reach 2 1/2 to 3 1/2 feet and bloom early with an exuberant abundance of dancing flowers. Flowers arrange themselves easily for sweetly casual bouquets. Pollinators, especially butterflies, seek out these flowers! 

            
            
            
            
      			
              
                Seed Count: Approx. 85 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Cypress Vine
              Maiden's Feather",,"(Quamoclit pennata) This rare, heat-loving vine twines up effortlessly in an exquisite tracery of finely cut, feathery foliage. At midsummer, a profusion of dainty tubular flowers in shades of light pink, rose, white and scarlet open to five pointed stars. The charming rainbow of little blossoms attracts constant attention from hungry hummingbirds who find their nectar irresistible. Rediscover this gorgeous color range of true cypress vine, long a nostalgic favorite in the south. 
            
            
            
            
      			
              
                Seed Count: Approx. 145-150 / Weight: 2 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator Dahlias
              Blazing Saddles",,"(Dahlia variabilis)
These strong and exuberant dahlias from seed produce dozens of informal bright blossoms. The 3 to 4 inch free blooming flowers greet you with a carefree canopy of color in fireworks shades of scarlet red, orange red, deep red and red coral in striking contrast with the bushy plants’ deep burgundy-purple foliage. 

Cut stems of bloom often for long-lasting centerpiece bouquets. At season’s end, the 2 1/2 to 3 foot plants produce tubers to replant for next year’s flowers. 
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 300 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator Dahlias
              Summer Fireworks",,"(Dahlia variabilis)Easy to grow from seed, these vigorous dahlias bloom hard all season in an explosion of colorful blossoms. The branching plants reach 3 ½ to 5 feet with a season long profusion of cheerful 4 to 5 inch, slightly curved, spidery blossoms that shine in wonderful colors: cherry, lemon chiffon, peach, red, alabaster, coral and rich burgundy. Summer Fireworks blossoms attract and feed an amazing array of different pollinators including honeybees, butterflies and hummingbirds. Make big bouquets all summer!
            
            
            
            
      			
              
                Seed Count: Approx. 50 / Weight: 400 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Border/Container Dahlias
              Watercolor Silks",,"(Dahlia hortensis)EXCLUSIVE - Bred in Holland, these lovely decorative dahlias offer 1 1/2 to 2 foot plants with fully double, silky flowers in luminous watercolor shades of rosy coral, rich apricot, soft salmon, buttercream and glowing lilac. Their beautifully patterned petals and painterly colors make natural bouquets in the garden and for indoor bouquets. Perfect for large areas, borders or showy containers, these strong, long-lasting performers bloom from summer through fall. Plants produce tuberous roots just like those offered in nurseries.
            
            
            
            
      			
              
                Seed Count: Approx. 70 / Weight: 600 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Wildflowers
              Heirloom Chocolate Daisy",,"(Berlandiera lyrata)
These cheerful native wildflowers have a tantalizing chocolate scent that wafts through the garden as they bloom in the sun. Chocolate daisies provide a continuous show of deliciously fragrant little butter yellow blossoms, each the size of a quarter. Plants are happily deer resistant, bloom hard all season and return every spring to perfume the garden. Chocolate daisies attract pollinators and butterflies all summer long. Who knew they love chocolate as much as we do! 
            
            
            
            
      			
              
                Seed Count: Approx. 24 / Weight: 120 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Chinese Delphiniums
              Heirloom Blue Mirror",,"(Delphinium grandiflorum)  EXCLUSIVE - Blue Mirror delphinium has fine textured foliage literally covered in sprays of intensely ultramarine blue little trumpet-shaped florets. The compact lacy plants make a lovely display in the garden and for bouquets. First introduced to England in 1818, this easy-care beauty is known in its native land of China as “Herb of the Flying Swallow.” While it’s well known that hummingbirds zero in on red, they also love true blues like this one for supplies of sweet nectar. 
            
            
            
            
      			
              
                Seed Count: Approx. 33-35 / Weight: 45 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Dianthus
              Lace Perfume",,"(Dianthus hybridus)
A new, highly fragrant dianthus from our elite British breeder, these lovely flowers have dainty laced and fringed blossoms that look like softly colored snowflakes. Lace Perfume entices with a heady, spicy/sweet clove-like fragrance that wafts seductively in the air. The sturdy branching plants grow 12 to 18 inches tall with flowers in rose, lilac, soft pink, white and many delicate bicolors. When cut for bouquets, the lacey blossoms of these fragrant flowers seem to arrange themselves.
            
            
            
            
      			
              
                Seed Count: Approx. 180 / Weight: 125 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Flowers
              Paradise Mix Echinacea",,"(Echinacea purpurea) EXCLUSIVE - These sturdy, long-lived perennial prairie flowers sport a pretty skirt of vibrant ray petals around cone shaped centers. Well-established plants are sensational focal points for the summer garden and beacons for butterflies. This special mix offers the complete range of the newest forms and colors for a striking and harmonious blend of rosy-purple, apricot, yellow, orange and cream blossoms that will return to enchant you every season.
            
            
            
            
      			
              
                Seed Count: Approx. 16 / Weight: 55 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Flowers
              Starlight Echinacea",,"(Echinacea purpurea) We’ve chosen an especially striking cultivar of this long-lasting 2 to 3 foot tall perennial. Starlight’s 3 inch flowers have a pretty skirt of vibrant carmine-rose ray petals held almost horizontally around burnt orange centers. These vigorous blooming plants are sensational focal points of the midsummer garden and butterflies love to visit the flowers regularly. Echinacea has gained wide acceptance as an effective immune system tonic to ease the symptoms of colds and flu. 
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 200 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Special Seed Blends
              Fairy Garden Mix",,"Equal Parts: Love in a Mist, California Poppies, Annual Phlox, Forget-Me-Nots, AlyssumEXCLUSIVE – Everyone knows that fairies adore flowers! Here is a beautiful mix of low growing, delicate, annual flowers in soft colors so you can easily plant your own little garden where fairies can frolic and delight the imagination. It is sure to attract these special magical beings and the sense of beauty, whimsy and enchantment they represent. These flowers are all easy and reliable for both children and grown-ups to grow.
            
            
            
            
      			
              
                Seed Count: Approx. 1660 / Weight: 2.3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Flowers
              Swallowtail Fennel",,"(Foeniculum vulgare ‘Purpureum’)Handsome, ornamental plants with 4-5 foot feathery plumes of filigreed blue-green, copper-tipped leaves and lacy, golden flower umbels. A stunning addition to flower beds and a major nectar and pollen host for many butterflies (especially Swallowtails) and beneficial insect species. The aromatic, sweetly anise scented leaves are delicious in salads and make a lovely, soothing tea. The pretty flowers are lovely in bouquets; their edible golden pollen is a gourmet seasoning that upscale chefs love to use.
            
            
            
            
      			
              
                Seed Count: Approx. 200 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Double Feverfew
              White Wonder",,"(Chrysanthemum parthenium) This treasured flowering ornamental herb has branching, two foot plants blanketed with clusters of snow white, 1/2 inch double blossoms that resemble clouds of petite chrysanthemum flowers. Stems of lacy White Wonder flowers are perfect as bouquets on their own or use to fill out any cut flower bouquet. Well known for its therapeutic value, feverfew is widely acknowledged as an effective herbal remedy for migraines. 
            
            
            
            
      			
              
                Seed Count: Approx. 450 / Weight: 70 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Forget-Me-Nots
              Azure Bluebirds",,"(Myosotis oblongata) EXCLUSIVE – Charming sky-blue Forget-Me-Nots bring out the romantic in us all. One of the easiest to grow and most prolific flowers of early spring, they bloom at the same time as spring bulbs for which they are perfect companions. Azure Bluebird reaches 12 inches tall with bright green furry leaves the shape of upside-down spoons. As the branching flower stems elongate, the plump buds unfurl their dainty blossoms and shine above the foliage in clear heavenly blue. 
            
            
            
            
      			
              
                Seed Count: Approx. 1200 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Four O'Clocks
              Broken Colors",,"(Mirabilis jalapa) Four O’Clocks start flowering at midsummer, releasing a soft jasmine fragrance that floats on summer breezes. Broken Colors is a special variety of these easy-to-grow, branching flowers, whose starry 2 inch trumpet-shaped blossoms are beautifully splashed with contrasting colors. The visual effect is both arresting and lovely. Plant Four O’Clocks where you sit or walk to enjoy their delicious perfume just when other flowers begin to languish in the heat. 
            
            
            
            
      			
              
                Seed Count: Approx. 32 / Weight: 2.75 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Four O’Clocks
              Scented Peach Sunset",,"(Mirabilis jalapa)
Fragrant Four O’Clocks bloom in the afternoons and early evenings at midsummer, releasing a soft jasmine fragrance that floats on summer breezes. This hard-to-find heirloom variety offers 2-inch trumpet-shaped blossoms in a shade matching the color of perfectly ripe peaches. Plant these lovely, easy-to-grow, branching flowers where you sit or walk to enjoy their delicious perfume just when other flowers begin to languish in the heat. Hummingbirds love to visit these flowers.
            
            
            
            
      			
              
                Seed Count: Approx. 30 / Weight: 2.75 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Hummingbird Foxgloves
              Carousel Mix",,"(Digitalis purpurea)Our lovely English foxglove selection bears 3 - 3 1/2 foot tall sturdy spikes of densely packed, soft, bell-shaped flowers in pastel shades with freckled throats. Hummingbirds, bumblebees and butterflies love to visit these deer resistant plants. Sown in early spring, Carousel will bloom the first year from seed; sow midsummer for bloom the following spring. Mature plants usually self-sow to produce future generations. New seedlings can be easily moved in their first season. Caution: Toxic if eaten.
            
            
            
            
      			
              
                Seed Count: Approx. 380 / Weight: 40 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Apricot Foxglove
              Faerie Queen",,"(Digitalis purpurea) EXCLUSIVE - These classic, elegant cottage garden flowers thrive happily in filtered sunlight or sun-dappled corners. Faerie Queen has multiple spires packed with thimble-shaped, elongated bells in pastel apricot with delicately speckled, creamy throats. The tall flower stalks bloom effortlessly above large, leafy bases from late spring to early summer, adding a magical fairy tale quality to the garden. Cut Faerie Queen for enchanting bouquets of graceful form and soft color. 
            
            
            
            
      			
              
                Seed Count: Approx. 2000 / Weight: 300 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Globe Amaranth
              Mardi Gras Parade",,"(Gomphrena haageana) EXCLUSIVE - The lustrous clover-like blooms of Mardi Gras Parade shine like party decorations on multi-stemmed, upright 1 to 1 1/2 foot plants. These many petaled, almost iridescent globe-shaped blossoms will light up the garden at midsummer when other summer annuals begin to fade. We’ve selected a stunning blend of glowing vibrant red, rich apricot orange, and luminous carmine. Butterflies flock to their shimmery blooms that are easily dried as everlastings for bright pleasure year round. 
            
            
            
            
      			
              
                Seed Count: Approx. 49 / Weight: 225 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Perfumed Heliotrope
              Deep Marine",,"(Heliotropium arborescens) An old-fashioned Victorian favorite, heliotrope is still cultivated for perfume making in Europe. The handsome plants have dark blue-green leaves and velvety 4 to 5 inch panicles of tiny purple blossoms whose soft sensuous fragrance is reminiscent of violets and cherries but more rich and complex. Plant them in containers or nearby garden beds where you can easily enjoy their sweet scent and bewitching color throughout the summer.
            
            
            
            
      			
              
                Seed Count: Approx. 390 / Weight: 200 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pom Pom Hollyhocks
              Apricot-Peach Parfait",,"(Alcea rosea) EXCLUSIVE - Bred in England for form and color, the tall spikes of these classic cottage garden flowers are packed with powder puff blossoms in delicious shades of apricot and rosy-peach. The big, 3 to 4 inch frilly blossoms unfurl along sturdy tall 5 to 7 foot stalks. Long-lasting Apricot-Peach Parfait is perfect to screen a wall or fence and creates a stunning tall garden accent. These beautiful double hollyhocks in luscious colors will be a focal point in every garden. 
            
            
            
            
      			
              
                Seed Count: Approx. 75-80 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Hollyhocks
              Black Watchman",,"(Alcea rosea) This beautiful heirloom variety, grown by Thomas Jefferson at his Monticello estate, has been carefully reselected for us by the best Dutch seedsmen for classic form and rich color. The big 3 to 4 inch hibiscus-like blossoms have satiny petals in a wonderful deep dark maroon that shades to pure black. Black Watchman’s blooms unfurl slowly on sturdy tall 5 to 7 foot stalks and make a singular and striking garden display, setting off all the other flowers around them. 
            
            
            
            
      			
              
                Seed Count: Approx. 60-65 / Weight: 650 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Old Fashioned Hollyhocks
              Indian Spring",,"(Alcea rosea)
These antique hollyhocks provide old fashioned beauty to any country-style garden.The tall stems bear mostly single blossoms in classic hollyhock colors of deep rose, pink, salmon-pink, and white. Grow as a screen at the back of the garden and watch the towering spires of pointed buds slowly unfurl to reveal chalice-shaped flowers–the dancing gowns of flower garden fairies.
            
            
            
            
      			
              
                Seed Count: Approx. 43 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Flowering Vine
              Purple Hyacinth Bean",,"(Dolichos lablab) Exotic and tropical-looking Hyacinth Bean vines flaunt gorgeous sprays of amethyst and violet blossoms, borne on striking purple stems throughout warm summer weather. The rich hued flowers mature into shiny, flat 3-inch pods that hang like purple patent leather ornaments against the dense canopy of twining foliage. These show-stopping climbers win the admiring attention of all our garden visitors. 
            
            
            
            
      			
              
                Seed Count: Approx. 11 / Weight: 4 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Imperial Larkspur
              French Alouette",,"(Consolida ajacis)  EXCLUSIVE - This is our favorite French cut flower supplier’s premium larkspur strain. The lacy-leafed plants bloom brilliantly in 3 to 4 foot tall spires, densely packed with double flowers. Their colors sing of spring in intense, clear shades of bright salmon-pink, iridescent purple, pure lilac-blue, rich rose and white. These long-lasting, classic cottage garden flowers are as beautiful as a vivid watercolor painting. They make wonderful cut flowers and can also be easily air-dried as everlastings. 
            
            
            
            
      			
              
                Seed Count: Approx. 475 / Weight: 1.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bouquet Larkspur
              Singing the Blues",,"(Consolida ajacis) EXCLUSIVE - Our carefully chosen, premium Larkspur mix features 3 to 4 foot tall flower stalks that are densely packed with double blossoms in royal blue, violet blue, white blushed blue and soft white. These long-lasting cottage garden flowers in vivid blue shades bloom early and make lovely casual bouquets with flower spikes that seem to arrange themselves easily in the vase. Rich colored Larkspurs can be easily air dried for year-round enjoyment. 
            
            
            
            
      			
              
                Seed Count: Approx. 200 / Weight: 500 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Windowbox Lobelia
              Blue Heaven",,"(Lobelia erinus)  EXCLUSIVE – Our charming and weather resistant new trailing Lobelia offers masses of dainty 3/4 inch cerulean blue blossoms that cascade in a shower of bloom. Enchanting Blue Heaven will drape in graceful profusion over the sides of hanging baskets, window boxes or patio containers or light up a walkway with its glowing blue blossoms. Lobelias are usually thought of as shade plants, but this gorgeous variety will also perform beautifully in sun where the summers are not too hot.
            
            
            
            
      			
              
                Seed Count: Approx. 800-1000 / Weight: 120 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Petite Marigolds
              Heirloom Signet Starfire",,"(Tagetes signata) EXCLUSIVE – Our charming tricolor mix of old-fashioned signet marigolds lights up your garden with single blossoms that literally cover the softly mounding plants. Great as an edging, along a narrow walkway or to decorate window boxes and planters, these flower powerhouses have an aromatic lemon verbena-like scent, unlike common marigolds. Adorn your garden all summer with the sparkle of their dainty flowers in our blend of bright paprika, rich gold and clear lemon yellow. 
            
            
            
            
      			
              
                Seed Count: Approx. 180 / Weight: 185 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Giant Bouquet Marigolds
              Orange & Yellow Beast",,"(Tagetes patula x erecta)
EXCLUSIVE – Tall, exuberant, branching plants that reach 3-3 1/2 feet tall with crisp blue-green foliage and big, bright, chrysanthemum-like blossoms that are beacons for welcome pollinators. These are flower arrangers favorites, with bold, long-lasting blossoms and long straight stems. Our Orange and Yellow Beast mix is carefree and non-fussy to grow (no need to remove spent flowers)! Guaranteed for a wonderful garden display and long-lasting, eye-catching bouquets. It will cheer you up just to look at them!
            
            
            
            
      			
              
                Seed Count: Approx. 35-37 / Weight: 125 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Flowers
              Spinning Wheels Marigolds",,"(Tagetes erecta)
EXCLUSIVE – These long blooming heirloom marigolds have dense, short-petaled centers with a pretty fringe of curved petals around the blossom edges. We’ve made a colorful mix of lemon yellow, soft gold and rich orange for bright bouquets.

These branching plants with their attractive crisp, blue-green foliage bloom all summer with big, 2 1/2 inch flowers that literally cover the plants, attracting myriads of butterflies, honeybees and many other pollinators. 

            
            
            
            
      			
              
                Seed Count: Approx. 175 / Weight: 450 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Mina Lobata
              Exotic Love Vine",,"(Mina lobata)This lush New World native has intricate fleur-de-lis shaped leaves that cascade on strong vigorous vines. From midsummer on, the showy foliage is covered with sprays of graceful tubular flowers that start as orange-red buds and open to shades from crimson to soft coral, lemon yellow and vanilla, all the shades appearing together on each arching blossom. Cover a fence, gate or trellis with this fine heirloom whose tropical beauty has graced gardens for over 100 years. 
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 750 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Butterfly Monarda
              Bergamo Bouquet",,"(Monarda hybrida) Bergamo is an outstanding new annual Monarda with intense, rose-purple flower spikes whose blossoms whirl in clusters around the stems. Bergamo flowers earlier and longer than any other Monarda variety. Plants are compact, 2 1/2 feet tall, heat tolerant and mildew resistant. These lovely flowers are true butterfly magnets, bloom abundantly for several months and make wonderful bouquets. A beautiful new cultivar of old-fashioned cottage garden flowers. 
            
            
            
            
      			
              
                Seed Count: Approx. 60 / Weight: 22 mg",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Pollinator Flowers
              Monarch Butterfly Flowers",,"This beautiful annual flower mix offers Monarchs and many other beautiful butterflies a multitude of appealing nectar sources and shelter so they can thrive all summer long. This diverse flower mix with its beautiful colors, forms and shapes is designed to unfold slowly throughout the season. Besides feeding and nurturing many winged pollinators, you’ll enjoy cutting mixed bouquets that arrange themselves to enjoy indoors for weeks.Our Custom Mix Contains: Chamaecrista fasciculata, Clarkia amoena, Cosmos bipinnatus, Cosmos sulphureus, Delphinium consolida, Dianthus chinensis, Iberis umbellata, Scabiosa atropurpurea, Tagetes patula, Tithonia rotundifolia, Verbena bonariensis, Zinnia elegans.
            
            
            
            
      			
              
                Seed Count: Approx. 900 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Flowering Vine
              Fragrant Moonflower",,"(Ipomoea alba) No romantic evening garden would be complete without the luminous, iridescent huge trumpets of white Moonflower, the fragrant Southern belle of climbing vines. These vigorous vines with their large, bright green heart shaped leaves make a dense canopy that will cloak a fence or sturdy trellis. At dusk, the opalescent buds unfurl in slow motion while you watch, releasing their haunting perfume as they swirl and flare wide open to show delicate throats creased with a creamy star. 
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Morning Glory
              Early Call",,"(Ipomoea tricolor) Early Call has huge showy blossoms a full 4 inches across. The luminous flowers unfurl anew each morning to greet you in a watercolor wash of pink, magenta, pearly white, chocolate, lavender and sky-blue, many encircled with a dainty white edging. They bloom continuously from midsummer atop strong climbing vines with captivating fleur-de-lis shaped leaves.   
            
            
            
            
      			
              
                Seed Count: Approx. 25-30 / Weight: 1.25 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
