Names
"Potatoes, Red Maria (Late Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Red Norland (Early Mid Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Red Pontiac (Mid Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Russet Burbank (Long Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Superior (Early Mid Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Yukon Gem (Mid Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
"Potatoes, Yukon Gold (Mid Season), Certified",24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Fall Green Manure Mix Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Sweet Alyssum Flower Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Hairy Vetch Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Phacelia Flower Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Buckwheat Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Buckwheat (Common) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
New Zealand White Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Crimson Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Yellow Mustard Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Crimson Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Medium Red Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Mammoth Red Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Fall Green Manure Mix Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Peas and Oats Mix Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Oats (Common) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Winter Rye (Common) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Buckwheat Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Hairy Vetch Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Field Peas (Maxum) Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Crimson Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
New Zealand White Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Yellow Mustard Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Crimson Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Medium Red Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Mammoth Red Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Sweet Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Mighty Mustard® Pacific Gold Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
VNS Yellow Pea Organic Field Pea Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Summer Alfalfa Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Ryegrass Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
4010 Field Pea Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Hulless Oats (Streaker) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
DS Admiral Pea Organic Field Pea Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Sudangrass (Brown Mid Rib) Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Barley (Robust) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Spring Green Manure Mix Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Barley (Quest) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Sudangrass (Piper) Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Hybrid Pearl Millet (F1) Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Sudangrass (Brown Mid Rib) Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
VNS Yellow Pea Field Pea Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Crimson Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
New Zealand White Clover Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
Medium Red Clover Organic Cover Crop Seed,24°C,400 mm,15°C,70%,7 hours,65%,"['Loam', 'Sandy Loam', 'Clay Loam']",5.5 - 7.0,1 - 3 feet,0.8 inch,7 - 10,30 mm
